record_index,record_id,work_id,title,auto_level_source,auto_route_family_source,screen_priority_score_source,manual_queue_rank_source,final_level,include_final,exclusion_code,route_family_final,reviewer,review_basis,evidence_location,decision_notes,project_family_id,family_is_primary_work,family_grouping_basis,preferred_record_id,is_preferred_manifestation,dedup_rule
86,REC-A47AFFCD278380DB,WORK-1188F93214A494F8,Stateful Dataflow Multigraphs: A Data-Centric Model for Performance Portability on Heterogeneous Architectures,C,DATAFLOW,8,2,C,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-A47AFFCD278380DB:title+abstract,"SDFG is a graph IR with tiling and double-buffering transformations demonstrated across CPUs, GPUs, and FPGAs.",PF-C2F4667790A3027B,True,single_work_family; no explicit cross-work release or extension evidence,REC-A47AFFCD278380DB,True,unique
87,REC-D0099014D837A521,WORK-D59919A50C3DD5A9,OpenCL-based FPGA accelerator for disparity map generation with stereoscopic event cameras,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D0099014D837A521:title+abstract,"The abstract centers on an unrelated workload (Although event-based cameras are already commercially available) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-D0099014D837A521,True,unique
88,REC-D97053B95AB833E6,WORK-3ECE0F2C6A3F5BF4,Fast Compressed Power Spectrum Estimation: Towards A Practical Solution for Wideband Spectrum Sensing,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D97053B95AB833E6:title+abstract,"The abstract centers on an unrelated workload (There has been a growing interest in wideband spectrum sensing due to its applications in cognitive radios and electronic surveillance) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-D97053B95AB833E6,True,unique
89,REC-F8D486FD316535AD,WORK-7B6195262F8A7AED,2D and 3D Computer Graphics Algorithms under MorphoSys,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F8D486FD316535AD:title+abstract,"The abstract centers on an unrelated workload (This paper presents new mappings of 2D and 3D geometrical transformation on the MorphoSys (M1) reconfigurable computing (RC) prototype [2]) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-F8D486FD316535AD,True,unique
90,REC-3D1B48A36A1C29EF,WORK-57186C588B1F789D,Feature Map Transform Coding for Energy-Efficient CNN Inference,X,,7,6,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3D1B48A36A1C29EF:title+abstract,The FPGA method compresses intermediate feature maps to reduce inference memory traffic and reports a 40 percent memory-energy reduction.,PF-44F98AB9EA55AE39,True,single_work_family; no explicit cross-work release or extension evidence,REC-3D1B48A36A1C29EF,True,unique
91,REC-77F2744384901A06,WORK-084846F91CFBBCB6,HTCC: Haskell to Handel-C Compiler,X,PARAMETERIZED_RTL,5,6,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-77F2744384901A06:title+abstract,"HTCC compiles Haskell through Handel-C and emits VHDL, Verilog, EDIF, and SystemC for multiple FPGA families.",PF-401D31E2E86CFDAE,True,single_work_family; no explicit cross-work release or extension evidence,REC-77F2744384901A06,True,unique
92,REC-714959A473E278C1,WORK-BC85ABC7C414B1AD,FBLAS: Streaming Linear Algebra on FPGA,C,HLS,8,2,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-714959A473E278C1:title+abstract,"FBLAS provides open, composable streaming HLS modules for FPGA linear algebra, including directly reusable matrix kernels.",PF-B3E91ECE5D1E811D,True,single_work_family; no explicit cross-work release or extension evidence,REC-714959A473E278C1,True,unique
93,REC-AA3630B18BB5F5C6,WORK-AFCBBEE221055F7F,DRAB-LOCUS: An Area-Efficient AES Architecture for Hardware Accelerator Co-Location on FPGAs,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-AA3630B18BB5F5C6:title+abstract,"The abstract centers on an unrelated workload (Advanced Encryption Standard (AES) implementations on Field Programmable Gate Arrays (FPGA) commonly focus on maximizing throughput at the cost of…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-AA3630B18BB5F5C6,True,unique
94,REC-E1A7182426E47166,WORK-1AD08F6ABA5AA02A,FastWave: Accelerating Autoregressive Convolutional Neural Networks on FPGA,B,HLS,8,4,B,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-E1A7182426E47166:title+abstract,The abstract reports complete HLS WaveNet inference on FPGA but evaluates an autoregressive convolutional audio generator rather than a causal language model.,PF-5FCBB51831E1E12B,True,single_work_family; no explicit cross-work release or extension evidence,REC-E1A7182426E47166,True,unique
95,REC-B899DAA9C0C71D45,WORK-F231018418A0D14D,Training Large Neural Networks with Constant Memory using a New Execution Algorithm,B,,7,4,D,True,,CPU_FPGA_FALLBACK,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B899DAA9C0C71D45:title+abstract,The abstract keeps only executing layers on device and streams large-model parameters from CPU- or FPGA-attached DRAM through an eager parameter server.,PF-1C832E7D44D35552,True,single_work_family; no explicit cross-work release or extension evidence,REC-B899DAA9C0C71D45,True,unique
96,REC-798CD52628A50AD6,WORK-8D3BF536FE4FF52F,CoCoPIE: Making Mobile AI Sweet As PIE --Compression-Compilation Co-Design Goes a Long Way,B,,8,4,X,False,X_NOT_FPGA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-798CD52628A50AD6:title+abstract,The abstract describes a mobile software compression compiler and only compares its efficiency against FPGA solutions without producing FPGA hardware.,,False,,REC-798CD52628A50AD6,True,unique
97,REC-8CEEE39C1C03B3AE,WORK-E84F7DA2868C3591,A Submatrix-Based Method for Approximate Matrix Function Evaluation in the Quantum Chemistry Code CP2K,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-8CEEE39C1C03B3AE:title+abstract,"The abstract centers on an unrelated workload (Electronic structure calculations based on density-functional theory (DFT) represent a significant part of today's HPC workloads and pose high demands…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-8CEEE39C1C03B3AE,True,unique
98,REC-FA1D60BEAE9A18AD,WORK-5FEF07863B102C3E,Near Memory Acceleration on High Resolution Radio Astronomy Imaging,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-FA1D60BEAE9A18AD:title+abstract,"The abstract centers on an unrelated workload (Modern radio telescopes like the Square Kilometer Array (SKA) will need to process in real-time exabytes of radio-astronomical signals to…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-FA1D60BEAE9A18AD,True,unique
99,REC-1BD39A11DBF6BC60,WORK-DA45F3882A02CA02,Efficient Ab-Initio Molecular Dynamic Simulations by Offloading Fast Fourier Transformations to FPGAs,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-1BD39A11DBF6BC60:title+abstract,"The abstract centers on an unrelated workload (A large share of today's HPC workloads is used for Ab-Initio Molecular Dynamics (AIMD) simulations, where the interatomic forces are…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-1BD39A11DBF6BC60,True,unique
100,REC-2591DFCD2FE56740,WORK-33FCAA9884545EDC,FTRANS: Energy-Efficient Acceleration of Transformers using FPGA,B,,8,4,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-2591DFCD2FE56740:title+abstract,The abstract combines block-circulant Transformer compression with an FPGA acceleration architecture evaluated on large-scale language representations.,PF-C220F84F4FF7E11F,True,single_work_family; no explicit cross-work release or extension evidence,REC-2591DFCD2FE56740,True,unique
101,REC-BAA08971107EB217,WORK-384B46A17791B640,A Deep Learning-Based FPGA Function Block Detection Method with Bitstream to Image Transformation,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BAA08971107EB217:title+abstract,"The abstract centers on an unrelated workload (In the context of various application scenarios and/or for the sake of strengthening field-programmable gate array (FPGA) security, the system…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-BAA08971107EB217,True,unique
102,REC-45D346345BCBEE33,WORK-7866FC6789A8D4E4,Hardware Accelerator for Multi-Head Attention and Position-Wise Feed-Forward in the Transformer,B,,10,4,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-45D346345BCBEE33:title+abstract,The abstract implements both multi-head-attention and feed-forward ResBlocks in HDL on a Xilinx FPGA.,PF-395B3785BCC570A3,True,single_work_family; no explicit cross-work release or extension evidence,REC-45D346345BCBEE33,True,unique
103,REC-E7364B5C13D3ACB6,WORK-32FAC64A074CCB39,NetReduce: RDMA-Compatible In-Network Reduction for Distributed DNN Training Acceleration,B,,5,4,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-E7364B5C13D3ACB6:title+abstract,The abstract implements FPGA in-network reduction for Transformer training and exposes a collective-communication architecture transferable to distributed inference.,PF-84E8CE88EDCAA853,True,single_work_family; no explicit cross-work release or extension evidence,REC-E7364B5C13D3ACB6,True,unique
104,REC-B8C88E3CD57FA457,WORK-2B91BB71BA035749,Real-Time Refocusing using an FPGA-based Standard Plenoptic Camera,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B8C88E3CD57FA457:title+abstract,"The abstract centers on an unrelated workload (Plenoptic cameras are receiving increasing attention in scientific and commercial applications because they capture the entire structure of light in…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-B8C88E3CD57FA457,True,unique
105,REC-B050DA93F1DA379D,WORK-410A227A9629A06A,FPGA: Fast Patch-Free Global Learning Framework for Fully End-to-End Hyperspectral Image Classification,X,,9,6,X,False,X_NOT_FPGA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B050DA93F1DA379D:title+abstract,The title/abstract do not report material FPGA execution of the claimed model contribution (Deep learning techniques have provided significant improvements in hyperspectral image (HSI) classification).,,False,,REC-B050DA93F1DA379D,True,unique
106,REC-2342F9BF3B1AB602,WORK-0652D93DC13B8861,Hardware Implementation of Iterative Projection-Aggregation Decoding of Reed-Muller Codes,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-2342F9BF3B1AB602:title+abstract,"The abstract centers on an unrelated workload (In this work, we present a simplification and a corresponding hardware architecture for hard-decision recursive projection-aggregation (RPA) decoding of Reed-Muller…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-2342F9BF3B1AB602,True,unique
107,REC-D0D2254368D3B08B,WORK-61641A6E7ED9499E,"A fully pipelined FPGA accelerator for scale invariant feature transform keypoint descriptor matching,",X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D0D2254368D3B08B:title+abstract,"The abstract centers on an unrelated workload (The scale invariant feature transform (SIFT) algorithm is considered a classical feature extraction algorithm within the field of computer vision) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-D0D2254368D3B08B,True,unique
108,REC-3DBEC0B586ABB7C0,WORK-E9C7F43DE8B4CDAA,EXMA: A Genomics Accelerator for Exact-Matching,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3DBEC0B586ABB7C0:title+abstract,"The abstract centers on an unrelated workload (Genomics is the foundation of precision medicine, global food security and virus surveillance) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-3DBEC0B586ABB7C0,True,unique
109,REC-3BF9C4C1B606866E,WORK-1ED064754B5996EA,A real time digital receiver for correlation measurements in atomic systems,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3BF9C4C1B606866E:title+abstract,"The abstract centers on an unrelated workload (We present the development and characterization of a generic, reconfigurable, low-cost ($<$ 350 USD) software-defined digital receiver system (DRS) for…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-3BF9C4C1B606866E,True,unique
110,REC-969D3C59E6AFE5EC,WORK-297FF14654635BE2,Hardware Acceleration of Fully Quantized BERT for Efficient Natural Language Processing,B,,10,4,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-969D3C59E6AFE5EC:title+abstract,The abstract fully quantizes BERT weights activations softmax and layer normalization and evaluates a tailored accelerator on two Xilinx FPGAs.,PF-33D76F5095B6FA65,True,single_work_family; no explicit cross-work release or extension evidence,REC-969D3C59E6AFE5EC,True,unique
111,REC-3BFEDC35FEE6688E,WORK-B7705AD5A4D9B669,Observational demonstration of a low-cost fast Fourier transform spectrometer with a delay-line-based ramp-compare ADC implemented on FPGA,D,,7,5,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3BFEDC35FEE6688E:title+abstract,The abstract implements an FPGA radio spectrometer with ADC and FFT functions but no transformer-relevant contribution.,,False,,REC-3BFEDC35FEE6688E,True,unique
112,REC-20E17694FEA9B59B,WORK-03D94E125DD80AF1,NPE: An FPGA-based Overlay Processor for Natural Language Processing,B,OVERLAY,8,4,B,True,,OVERLAY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-20E17694FEA9B59B:title+abstract,The abstract presents a programmable FPGA overlay that executes BERT and other NLP models including nonlinear operations.,PF-5864675177B8D1AD,True,single_work_family; no explicit cross-work release or extension evidence,REC-20E17694FEA9B59B,True,unique
113,REC-D5344767957D09B6,WORK-16BE8A0343541715,TensorLib: A Spatial Accelerator Generation Framework for Tensor Algebra,X,DATAFLOW,5,6,C,True,,PARAMETERIZED_RTL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D5344767957D09B6:title+abstract,TensorLib selects parameterized Chisel modules and automatically generates complete spatial tensor accelerators evaluated on FPGA.,PF-43880CA19D6FB09D,True,single_work_family; no explicit cross-work release or extension evidence,REC-D5344767957D09B6,True,unique
114,REC-E43A2DC89D039B8D,WORK-FB44D106948E3D6B,Winograd Algorithm for AdderNet,X,,2,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-E43A2DC89D039B8D:title+abstract,"The abstract centers on an unrelated workload (Adder neural network (AdderNet) is a new kind of deep model that replaces the original massive multiplications in convolutions by…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-E43A2DC89D039B8D,True,unique
115,REC-348FA63EF433FC7D,WORK-AF7C5C23FFFE5842,Large-scale and High-speed Privacy Amplification for FPGA-based Quantum Key Distribution,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-348FA63EF433FC7D:title+abstract,"The abstract centers on an unrelated workload (The FPGA-based Quantum key distribution (QKD) system is an important trend of QKD systems) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-348FA63EF433FC7D,True,unique
116,REC-147FD411962C71A6,WORK-729AA827D7510606,Few-Shot Domain Adaptation For End-to-End Communication,X,,4,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-147FD411962C71A6:title+abstract,"The abstract centers on an unrelated workload (The problem of end-to-end learning of a communication system using an autoencoder -- consisting of an encoder, channel, and decoder…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-147FD411962C71A6,True,unique
117,REC-7C4BA136157B6978,WORK-359FF56D3A0F0977,Compiler-Driven FPGA Virtualization with SYNERGY,X,PARAMETERIZED_RTL,5,6,C,True,,CPU_FPGA_FALLBACK,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-7C4BA136157B6978:title+abstract;LLM-inference-on-FPGA-papers/papers/2109.02484v1.pdf#text-search=""compiler backend targeting an OS-level protection layer""",Synergy rewrites Verilog into a movable compiler IR and combines generated FPGA programs with a JIT runtime and OS isolation layer.,PF-E9C1300B04E80B95,True,single_work_family; no explicit cross-work release or extension evidence,REC-7C4BA136157B6978,True,unique
118,REC-5EBD295089780BF4,WORK-62816B0246A8B41D,Relational Memory: Native In-Memory Accesses on Rows and Columns,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5EBD295089780BF4:title+abstract,"The abstract centers on an unrelated workload (Analytical database systems are typically designed to use a column-first data layout to access only the desired fields) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-5EBD295089780BF4,True,unique
119,REC-BE790A13874474BF,WORK-0C3EACD3CB42E3DF,Accelerating Encrypted Computing on Intel GPUs,D,,7,5,X,False,X_ASIC_GPU_ONLY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BE790A13874474BF:title+abstract,The abstract contributes only a SYCL backend for homomorphic encryption on Intel GPUs and mentions FPGAs solely as prior work.,,False,,REC-BE790A13874474BF,True,unique
120,REC-76DCF46E7848DAB7,WORK-A4ECD505E115114C,Memory-Efficient CNN Accelerator Based on Interlayer Feature Map Compression,D,,7,5,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-76DCF46E7848DAB7:title+abstract,The abstract compresses CNN feature maps with DCT hardware and does not expose a transformer operator or reusable model-to-hardware route.,,False,,REC-76DCF46E7848DAB7,True,unique
121,REC-F75ACEF70BC3579F,WORK-70D4B2A462A12E63,Accelerating Framework of Transformer by Hardware Design and Model Compression Co-Optimization,B,,10,4,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F75ACEF70BC3579F:title+abstract,The abstract co-optimizes hierarchical pruning with a sparse Transformer FPGA accelerator and evaluates Transformer and TinyBERT models.,PF-6CDBA9085B2D4A91,True,single_work_family; no explicit cross-work release or extension evidence,REC-F75ACEF70BC3579F,True,unique
122,REC-B7FF364706B031F7,WORK-58477C2CF381B6C9,Physical Side-Channel Attacks on Embedded Neural Networks: A Survey,X,,5,6,X,False,X_SECONDARY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B7FF364706B031F7:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""Physical Side-Channel Attacks on Embedded Neural Networks: A Survey""), not primary implementation evidence.",,False,,REC-B7FF364706B031F7,True,unique
123,REC-641104861DB63DFC,WORK-0A1FBBD9BCC0AF75,Development of an FPGA-based realtime DAQ system for axion haloscope experiments,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-641104861DB63DFC:title+abstract,"The abstract centers on an unrelated workload (A real-time Data Acquisition (DAQ) system for the CULTASK axion haloscope experiment was constructed and tested) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-641104861DB63DFC,True,unique
124,REC-4A6FA7206BAA75B4,WORK-CE660B2FAD9A6CCC,Image Denoising in FPGA using Generic Risk Estimation,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-4A6FA7206BAA75B4:title+abstract,"The abstract centers on an unrelated workload (The generic risk estimator addresses the problem of denoising images corrupted by additive white noise without placing any restriction on…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-4A6FA7206BAA75B4,True,unique
125,REC-4677DAA8E1C4E7A9,WORK-6262379DCE0876E7,FLOWER: A comprehensive dataflow compiler for high-level synthesis,C,HLS,8,2,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-4677DAA8E1C4E7A9:title+abstract,FLOWER automatically transforms a domain-specific library into synthesizable FPGA streaming applications through HLS.,PF-6DB4F5383A589393,True,single_work_family; no explicit cross-work release or extension evidence,REC-4677DAA8E1C4E7A9,True,unique
126,REC-2D18C1AB2332BD28,WORK-684B9A5F5ABE81CB,Fast and Scalable Computation of the Forward and Inverse Discrete Periodic Radon Transform,X,PARAMETERIZED_RTL,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-2D18C1AB2332BD28:title+abstract,"The abstract centers on an unrelated workload (The Discrete Periodic Radon Transform (DPRT) has been extensively used in applications that involve image reconstructions from projections) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-2D18C1AB2332BD28,True,unique
127,REC-82C674E8D7722312,WORK-38351CB53837E521,Fast 2D Convolutions and Cross-Correlations Using Scalable Architectures,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-82C674E8D7722312:title+abstract,"The abstract centers on an unrelated workload (The manuscript describes fast and scalable architectures and associated algorithms for computing convolutions and cross-correlations) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-82C674E8D7722312,True,unique
128,REC-C2D16149A62BB51E,WORK-9FE508DDDF3A9299,SPViT: Enabling Faster Vision Transformers via Soft Token Pruning,B,,7,4,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-C2D16149A62BB51E:title+abstract,The abstract develops attention-based token pruning applicable to vanilla Transformers and constrains it for FPGA resources although reported execution is mobile.,PF-AC6409B7E4774077,True,single_work_family; no explicit cross-work release or extension evidence,REC-C2D16149A62BB51E,True,unique
129,REC-EB4A8C6C964584F8,WORK-3CCB7F61909FFF3D,VAQF: Fully Automatic Software-Hardware Co-Design Framework for Low-Bit Vision Transformer,B,HLS,13,4,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EB4A8C6C964584F8:title+abstract,The abstract says VAQF automatically selects activation precision and accelerator parameters before generating HLS ViT accelerators on ZCU102.,PF-1BCC6ED5DF519FD0,True,single_work_family; no explicit cross-work release or extension evidence,REC-EB4A8C6C964584F8,True,unique
130,REC-F3DEAE2A615F1BEE,WORK-6262CB4B01D3C8B6,PowerGear: Early-Stage Power Estimation in FPGA HLS via Heterogeneous Edge-Centric GNNs,C,HLS,8,2,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F3DEAE2A615F1BEE:title+abstract,"PowerGear predicts measured HLS-design power and uses those estimates for FPGA design-space exploration, useful infrastructure but not a hardware-generation route.",PF-CBD29E505F24BAF9,True,single_work_family; no explicit cross-work release or extension evidence,REC-F3DEAE2A615F1BEE,True,unique
131,REC-3197E8A9160CF79B,WORK-EC1F3835D1737B4E,High-level Synthesis using the Julia Language,C,HLS,5,2,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3197E8A9160CF79B:title+abstract,The prototype Julia HLS tool transforms Julia source code directly into VHDL.,PF-F875DB0F998DFFF3,True,single_work_family; no explicit cross-work release or extension evidence,REC-3197E8A9160CF79B,True,unique
132,REC-5BA6F31CB89D22EF,WORK-FA9B0E171F7B8C5D,Fast Muon Tracking with Machine Learning Implemented in FPGA,X,,2,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5BA6F31CB89D22EF:title+abstract,"The abstract centers on an unrelated workload (In this work, we present a new approach for fast tracking on multiwire proportional chambers with neural networks) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-5BA6F31CB89D22EF,True,unique
133,REC-09A364F2082BC906,WORK-C85316E68F58B914,ICARUS: A Specialized Architecture for Neural Radiance Fields Rendering,X,,5,6,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-09A364F2082BC906:title+abstract,"ICARUS implements a complete MLP engine with positional encoding and on-chip dataflow on an FPGA prototype, transferable to feed-forward blocks.",PF-B4FC0CCE131001AD,True,single_work_family; no explicit cross-work release or extension evidence,REC-09A364F2082BC906,True,unique
134,REC-1FB2D9363D418D3A,WORK-4CFCA204F544F053,Benchmarking Test-Time Unsupervised Deep Neural Network Adaptation on Edge Devices,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-1FB2D9363D418D3A:title+abstract,"The abstract centers on an unrelated workload (The prediction accuracy of the deep neural networks (DNNs) after deployment at the edge can suffer with time due to…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-1FB2D9363D418D3A,True,unique
135,REC-AED6C450CC7834B2,WORK-5DB67EE59E0BFF00,Demo: Real-Time Semantic Communications with a Vision Transformer,A,,10,1,X,False,X_NO_EVIDENCE,,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-AED6C450CC7834B2:title+abstract; LLM-inference-on-FPGA-papers/papers/2205.03886v1.pdf#section=II.System_Setup&search=prototype_based_on_a_field-programmable_gate_array,"The abstract places a ViT in an FPGA-based semantic-communication prototype, but the full paper gives no HDL/HLS mapping, synthesis, or FPGA model-execution evidence.",,False,,REC-AED6C450CC7834B2,True,unique
136,REC-BF8086DAD8681402,WORK-AB4E2D6C3B96F1D7,A Transistor Operations Model for Deep Learning Energy Consumption Scaling Law,X,,5,6,X,False,X_PERFORMANCE_MODEL_ONLY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BF8086DAD8681402:title+abstract,"The record provides a formal, analytical, or energy model (Deep Learning (DL) has transformed the automation of a wide range of industries and finds increasing ubiquity in society) without an executable transformer-relevant FPGA architecture.",,False,,REC-BF8086DAD8681402,True,unique
137,REC-447285B4B840EE11,WORK-C44CCA8524BA3056,Block-Parallel Systolic-Array Architecture for 2-D NTT-based Fragile Watermark Embedding,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-447285B4B840EE11:title+abstract,"The abstract centers on an unrelated workload (Number-theoretic transforms (NTTs) have been applied in the fragile watermarking of digital images) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-447285B4B840EE11,True,unique
138,REC-61C90658EFFD39BF,WORK-71014ED658D44433,An Automatic and Efficient BERT Pruning for Edge AI Systems,B,,8,4,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-61C90658EFFD39BF:title+abstract,The abstract contributes automatic BERT pruning and reports compressed BERT encoder inference on an Alveo U200 FPGA.,PF-8819FDC09574E10B,True,single_work_family; no explicit cross-work release or extension evidence,REC-61C90658EFFD39BF,True,unique
139,REC-DA2EC52C4B78AD71,WORK-A0772686D61E888B,VidConv: A modernized 2D ConvNet for Efficient Video Recognition,B,,8,4,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-DA2EC52C4B78AD71:title+abstract,The abstract explicitly removes attention and Transformer blocks in favor of a 2-D ConvNet and provides no FPGA compiler contribution.,,False,,REC-DA2EC52C4B78AD71,True,unique
