record_index,record_id,work_id,title,final_level,reviewer,review_basis,evidence_location,selection_rule,sample_hash
31,REC-F73FEC8CDF1AD512,WORK-5364CB92405D533B,SparkCL: A Unified Programming Framework for Accelerators on Heterogeneous Clusters,C,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-F73FEC8CDF1AD512:title+abstract;source_url=https://arxiv.org/pdf/1505.01120v1;cache_filename=1505.01120v1.pdf;cache_sha256=d56a1b4367b62b0f3fb3d4dab972818219cf98ff59e897199239f7a43d0c0da5;locator=text-search=""binary execution flow needed to support FPGAs""",all final A/C,5364cb92405d533bb116f88e6f9a91ccc4ee0815b92a81117a679ab5f0b35055
181,REC-A4176B89BC21CA65,WORK-55DD95AAFB8A7368,Platform-Aware FPGA System Architecture Generation based on MLIR,C,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-A4176B89BC21CA65:title+abstract;source_url=https://arxiv.org/pdf/2309.12917v1;cache_filename=2309.12917v1.pdf;cache_sha256=4c630272c06cb0f9264badec40c0d4543d0b1bfd7981cd3b146ab30d1162b0c0;locator=section=Olympus_flow&search=implemented_as_an_FPGA_bitstream,all final A/C,55dd95aafb8a7368963dd22d3b5ea0f3a473aad9b6f0aab6ae82a9abd7c410f1
160,REC-FD5A471D9856BBC7,WORK-5C4897C26C108340,"Rule-based High-level Hardware-RTL Synthesis of Algorithms, Virtualizing Machines, and Communication Protocols with FPGAs based on Concurrent Communicating Sequential Processes and the ConPro Synthesis Framework",C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-FD5A471D9856BBC7:title+abstract,all final A/C,5c4897c26c108340411d6dd33e2cb5878197e62a4a8bd33a86fdb53a20effa3d
125,REC-4677DAA8E1C4E7A9,WORK-6262379DCE0876E7,FLOWER: A comprehensive dataflow compiler for high-level synthesis,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-4677DAA8E1C4E7A9:title+abstract,all final A/C,6262379dce0876e725d83611cb4d5e08c9e3fbb583f933540f748e09c8874f0f
65,REC-0E5CD4ABE22322D8,WORK-674CDDB57508D5CE,Tactics to Directly Map CNN graphs on Embedded FPGAs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0E5CD4ABE22322D8:title+abstract,all final A/C,674cddb57508d5cef4865417b18fd85dcbb93231a406a018f353012b3bbc3069
267,REC-856C24626DD738E5,WORK-6CEF5028F277834A,Holistic Optimization Framework for FPGA Accelerators,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-856C24626DD738E5:title+abstract,all final A/C,6cef5028f277834a46949ae99f189de01aa5f585c94d382550321685dd46c912
449,REC-07755277A14E36BC,WORK-705E62583203237A,ATLAS: Automated HLS for DL-Optimized FPGAs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-07755277A14E36BC:title+abstract,all final A/C,705e62583203237a6873c3dc134810b9ff241f3a55cc6a4e55234b58cba5e01c
51,REC-22B8F133078A7448,WORK-769AF53322C4EFB1,Hardware Automated Dataflow Deployment of CNNs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-22B8F133078A7448:title+abstract,all final A/C,769af53322c4efb1906d0de49b76cbb953aacf070e6712cfc4804fcab7c5b03e
278,REC-397AA2E8B322E5B6,WORK-76ACBFCD99E4F225,MetaML-Pro: Cross-Stage Design Flow Automation for Efficient Deep Learning Acceleration,C,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-397AA2E8B322E5B6:title+abstract;source_url=https://arxiv.org/pdf/2502.05850v3;cache_filename=2502.05850v3.pdf;cache_sha256=9526c20c6b00cdf37ca5b8110912bf3e11e99f68490baa8387bb80d2745cb535;locator=section=Relationship_to_Prior_Publications&search=In_[36],_we_propose_MetaML",all final A/C,76acbfcd99e4f225ae023d72eb8d4883c524dbaded3d6acbcc56fa3cc3ed8d32
141,REC-27EC4FCAD057D2AF,WORK-798576DA3360CBE1,Hardware-Efficient Template-Based Deep CNNs Accelerator Design,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-27EC4FCAD057D2AF:title+abstract,all final A/C,798576da3360cbe17b834de2c808eb98d306af11daa8ccc7f8ed663cb859cdfa
195,REC-18A9873A1ED2419D,WORK-88E810112C6CFB1C,An Optimizing Framework on MLIR for Efficient FPGA-based Accelerator Generation,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-18A9873A1ED2419D:title+abstract,all final A/C,88e810112c6cfb1c4abc10fc4a763bcf25811bcada48db6e08cff53c907d1659
24,REC-EB5B8D6B828622FE,WORK-89693455549AB256,Inner Loop Optimizations in Mapping Single Threaded Programs to Hardware,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EB5B8D6B828622FE:title+abstract,all final A/C,89693455549ab2564c345b073e89c20eaf2305764194a4a0238d81e17ef5c2f2
362,REC-7A1FA14A8DCA183B,WORK-8AF4153EE2C14AC4,Sub-microsecond Transformers for Jet Tagging on FPGAs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-7A1FA14A8DCA183B:title+abstract,all final A/C,8af4153ee2c14ac442f42a60f7f29e79b4f36bc0f62bef58e72cf5821cb5890e
67,REC-478BAE4ECE99CA8F,WORK-8BB80F97035C469D,Technical Report about Tiramisu: a Three-Layered Abstraction for Hiding Hardware Complexity from DSL Compilers,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-478BAE4ECE99CA8F:title+abstract,all final A/C,8bb80f97035c469d415e9c2d711ba3920ef64891f4db15b35f8260ed34a52505
64,REC-ACAB157CC9F0D857,WORK-8FBAE8318B23CB6D,FPGA with Improved Routability and Robustness in 130nm CMOS with Open-Source CAD Targetability,C,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-ACAB157CC9F0D857:title+abstract;source_url=https://arxiv.org/pdf/1712.03411v1;cache_filename=1712.03411v1.pdf;cache_sha256=e12b2be6e6c8b1bcac5f53a3f9724f1636ca8f01989938ec2f7cc8c33c20f1f2;locator=text-search=""complete, open-source FPGA design methodology""",all final A/C,8fbae8318b23cb6d8bd87cbd2c9bf278bfef91f7f00afef818f1c7d610a007a6
153,REC-A2503EFE5BB738CE,WORK-925641344ED78E94,Transformations for accelerator-based quantum circuit simulation in Haskell,C,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-A2503EFE5BB738CE:title+abstract;source_url=https://arxiv.org/pdf/2210.12703v1;cache_filename=2210.12703v1.pdf;cache_sha256=8e500a1ead343cefcffe946862e25b4b0c9f0f9e0ace4f8d1874036976bc4a96;locator=text-search=""eDSL to FPGA input representation""",all final A/C,925641344ed78e9499af1791ff5b6f644a4dda6b20956b7862851c94b30cce0e
221,REC-A53433EACA5A3E39,WORK-93D0810BFBBF88FE,Enhancing Dropout-based Bayesian Neural Networks with Multi-Exit on FPGA,C,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-A53433EACA5A3E39:title+abstract;source_url=https://arxiv.org/pdf/2406.14593v2;cache_filename=2406.14593v2.pdf;cache_sha256=9aa6db50684b46ca348ff20e9dc808a26c77aaedff49455dbbc951cc8e4b95f2;locator=text-search=""extends our conference publication""",all final A/C,93d0810bfbbf88fee695dd3119188e868b41a07dae25e0771117f8c9edfbe5e4
320,REC-A9265AD0192938C0,WORK-95A79F278CCE5A25,FINN-GL: Generalized Mixed-Precision Extensions for FPGA-Accelerated LSTMs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-A9265AD0192938C0:title+abstract,all final A/C,95a79f278cce5a255fa15e45016c1bc50b8552e6581e68c808fd3410921ffee0
173,REC-1C939925CE9E62FF,WORK-973A8436D1EDB6AE,fpgaHART: A toolflow for throughput-oriented acceleration of 3D CNNs for HAR onto FPGAs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-1C939925CE9E62FF:title+abstract,all final A/C,973a8436d1edb6aec95bda60f0d9839c0e8e6a106894d832f22de3cb47061c15
400,REC-6861DF774D045B5D,WORK-A0AA3299FFD4B55E,TinyIceNet: Low-Power SAR Sea Ice Segmentation for On-Board FPGA Inference,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-6861DF774D045B5D:title+abstract,all final A/C,a0aa3299ffd4b55e8f30d8533e9234201add86e3606bb46a5b7ea3752071dedc
338,REC-0AB8E04D7DD6C72A,WORK-A23779F50004E7DD,It's not a FAD: first results in using Flows for unsupervised Anomaly Detection at 40 MHz at the Large Hadron Collider,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0AB8E04D7DD6C72A:title+abstract,all final A/C,a23779f50004e7dd3fd5b6975c4dadb214388c8a8474178d2198608ad8bb8bb1
32,REC-7D9A3E658DD7EEE6,WORK-A2765C794787B27C,Model-based Hardware Design for FPGAs using Folding Transformations based on Subcircuits,C,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-7D9A3E658DD7EEE6:title+abstract;source_url=https://arxiv.org/pdf/1508.06811v1;cache_filename=1508.06811v1.pdf;cache_sha256=88043b2da5cfb9173d1893bcc8a9c749e318d3605c42cd4579005fe38a3a7c47;locator=text-search=""VHDL code was synthesized""",all final A/C,a2765c794787b27c802cbfe2d9c3cb22293991964f2034ba30d8479499beda6f
179,REC-1D91E09883329FFA,WORK-A39D9A95839EB26B,When Monte-Carlo Dropout Meets Multi-Exit: Optimizing Bayesian Neural Networks on FPGA,C,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-1D91E09883329FFA:title+abstract;source_url=https://arxiv.org/pdf/2308.06849v1;cache_filename=2308.06849v1.pdf;cache_sha256=e7241851c366d551d075cef45ac45257484cafdd67df0debd30740bc63b414bb;locator=text-search=""Generation of HLS-based BayesNN Accelerator""",all final A/C,a39d9a95839eb26b324971086b36cbf7087c21ad8fefa9772cba9bd57f97a44c
251,REC-053F8CE5FE90B1D2,WORK-A55C651F3AD0F7D8,RapidStream IR: Infrastructure for FPGA High-Level Physical Synthesis,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-053F8CE5FE90B1D2:title+abstract,all final A/C,a55c651f3ad0f7d8455f921ddef2c6903456d431385b29ec076231770d0371e7
386,REC-FEAA09BB86B0EBDA,WORK-A89B5AEDBB0E756D,Relational Hoare Logic for High-Level Synthesis of Hardware Accelerators,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-FEAA09BB86B0EBDA:title+abstract,all final A/C,a89b5aedbb0e756d0ff3f470fc5a006865f4e746637a2c567bd79814ba6fa6c3
175,REC-0ED11F871A636313,WORK-ABC385BEAF195807,MetaML: Automating Customizable Cross-Stage Design-Flow for Deep Learning Acceleration,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0ED11F871A636313:title+abstract,all final A/C,abc385beaf1958071627d2fc0b253f9f2724c9d5b76ad054ac99328c83ce83ad
158,REC-F5EC31B9648B775E,WORK-AF1BEB366A84BD62,Profile-Guided Parallel Task Extraction and Execution for Domain Specific Heterogeneous SoC,C,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-F5EC31B9648B775E:title+abstract;source_url=https://arxiv.org/pdf/2211.14547v1;cache_filename=2211.14547v1.pdf;cache_sha256=48d1b732365eb2ac766d26063c0f5d7ea4e8e5ec4ffade965beca8f0a1eea5ed;locator=text-search=""integrated compile time and runtime environment""",all final A/C,af1beb366a84bd62bbd935a314293b888332582b4e115ddb1ab62ab602d9d8c2
231,REC-4810175E48EBE449,WORK-B71A12BC8DBBFD57,Quasar-ViT: Hardware-Oriented Quantization-Aware Architecture Search for Vision Transformers,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-4810175E48EBE449:title+abstract,all final A/C,b71a12bc8dbbfd571981a1ce5eed85e06af84bf16e8d00c3e06b9559ccb7f001
371,REC-5C4ADC39D64D338C,WORK-B98B10173C8823FF,Instruction-Based Coordination of Heterogeneous Processing Units for Acceleration of DNN Inference,C,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-5C4ADC39D64D338C:title+abstract;source_url=https://arxiv.org/pdf/2511.15505v1;cache_filename=2511.15505v1.pdf;cache_sha256=83c706a40821b588ee9fc19e86c9af692a5e3c77df0795e9224dbfdd0840e22f;locator=text-search=""transforms DNN models into instruction programs""",all final A/C,b98b10173c8823ffc61bbfaad27a4ef1d162d2f26f4c39f7189db9d1b9ba9611
92,REC-714959A473E278C1,WORK-BC85ABC7C414B1AD,FBLAS: Streaming Linear Algebra on FPGA,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-714959A473E278C1:title+abstract,all final A/C,bc85abc7c414b1ad05bfe1e14950ce65d147bce6219196e45217c44f5c8ef664
80,REC-D65706651462F659,WORK-C124167E5ADD090E,"AutoAccel: Automated Accelerator Generation and Optimization with Composable, Parallel and Pipeline Architecture",C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D65706651462F659:title+abstract,all final A/C,c124167e5add090e7d7ef1443f70d1d7b7c3c879a1a3e6f7bc77f8cf9afc2d4f
62,REC-794B4806F5632532,WORK-C4538805C17BB756,P4-compatible High-level Synthesis of Low Latency 100 Gb/s Streaming Packet Parsers in FPGAs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-794B4806F5632532:title+abstract,all final A/C,c4538805c17bb756b16de42f5a6c03602675c3124cad065b16c61f5a5e1f729f
361,REC-EABB5667866DC451,WORK-CC16B9A0F03A6260,StrikeWatch: Wrist-worn Gait Recognition with Compact Time-series Models on Low-power FPGAs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EABB5667866DC451:title+abstract,all final A/C,cc16b9a0f03a626050a3d45b840f238d7b1a78ef6bf0bce1ac8836f1a818bedb
174,REC-0F2A03A0DF86FD27,WORK-D2AC7DC7828CC30D,Mixed-TD: Efficient Neural Network Accelerator with Layer-Specific Tensor Decomposition,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0F2A03A0DF86FD27:title+abstract,all final A/C,d2ac7dc7828cc30d88463137df8103521205beff17add2a14ffa4904866990a1
84,REC-6FF78E8941C82A36,WORK-D411F849602DDB4C,Towards Automatic Transformation of Legacy Scientific Code into OpenCL for Optimal Performance on FPGAs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-6FF78E8941C82A36:title+abstract,all final A/C,d411f849602ddb4c2ff75e98c727abe72537c2bd571543ab7931bbf3935ee281
324,REC-43EBA3F96335295D,WORK-D7D399B194F3B590,Mapping Fusion: Improving FPGA Technology Mapping with ASIC Mapper,C,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-43EBA3F96335295D:title+abstract;source_url=https://arxiv.org/pdf/2507.10912v1;cache_filename=2507.10912v1.pdf;cache_sha256=54c7f1a4885634f007be5a890149fa9873335b94ea02e10fa779f0ab7079bbfa;locator=text-search=""source code of this work""",all final A/C,d7d399b194f3b590bc2c52ae65b683854407206e6efe207fcc677d89d0ae5170
266,REC-F9910295847671D0,WORK-DB47ABDF312E1C33,Stream-HLS: Towards Automatic Dataflow Acceleration,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F9910295847671D0:title+abstract,all final A/C,db47abdf312e1c33cac826a8f829c1cc175698501face26f13bf54d3eab8b510
423,REC-48C8BD37C529BFD7,WORK-DB653FE81637438C,PoTAcc: A Pipeline for End-to-End Acceleration of Power-of-Two Quantized DNNs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-48C8BD37C529BFD7:title+abstract,all final A/C,db653fe81637438cee394d1440ba534874ea11545ac020294172f233f979db32
263,REC-AC7A77515D490E82,WORK-DF0318D2EDCFD441,Intelligent experiments through real-time AI: Fast Data Processing and Autonomous Detector Control for sPHENIX and future EIC detectors,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-AC7A77515D490E82:title+abstract,all final A/C,df0318d2edcfd441c12afd8a28a6e21af5d84bb22c468001f4555cc889c4e78f
310,REC-55C6CBE6658E4D6D,WORK-E10D2BD8734A5A86,Automating Versatile Time-Series Analysis with Tiny Transformers on Embedded FPGAs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-55C6CBE6658E4D6D:title+abstract,all final A/C,e10d2bd8734a5a8626ac1c0ac5b19fb71ed9b9c1aafd34c6212b02693820d1f3
35,REC-88F29B4B825641C8,WORK-E284C7E0D2F51197,Energy Efficient Video Fusion with Heterogeneous CPU-FPGA Devices,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-88F29B4B825641C8:title+abstract,all final A/C,e284c7e0d2f511975cdedd3f568e323415123bb04d7efb17c57092b745942517
411,REC-1B391A89C0485DFA,WORK-E76CA777606DAE51,Mestra: Exploring Migration on Virtualized CGRAs,C,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-1B391A89C0485DFA:title+abstract;source_url=https://arxiv.org/pdf/2604.04694v1;cache_filename=2604.04694v1.pdf;cache_sha256=18722aef678d243adbece2b6149acc8ee7a93fe0238506000ecd22a6c8dae800;locator=text-search=""live kernel migration""",all final A/C,e76ca777606dae51d022b806d763398a0b28420494f2d2d6043f3cb65969c281
388,REC-B43B25ED6C25AA2D,WORK-E7D0E6CB21E15E0B,Pipeline Automation Framework for Reusable High-throughput Network Applications on FPGA,C,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-B43B25ED6C25AA2D:title+abstract;source_url=https://arxiv.org/pdf/2601.15151v1;cache_filename=2601.15151v1.pdf;cache_sha256=41a44bc9de79e1713e960bd4e69b24c44624d7c8dd1d59ab983779a9626e9e37;locator=text-search=""architectural parameterization framework""",all final A/C,e7d0e6cb21e15e0b172096fc1949ceaa39935e825d1a9fd1d5f3f9111c9161fc
63,REC-193C307FD04D33A3,WORK-E7D5B9C603AB1C6E,fpgaConvNet: A Toolflow for Mapping Diverse Convolutional Neural Networks on Embedded FPGAs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-193C307FD04D33A3:title+abstract,all final A/C,e7d5b9c603ab1c6ecf47f9e41096a4cc135551cea45ae6c64f02ebec2f779f8a
360,REC-462BCA4753C78ACE,WORK-E994FA217D820FE4,Real-Time Semantic Segmentation on FPGA for Autonomous Vehicles Using LMIINet with the CGRA4ML Framework,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-462BCA4753C78ACE:title+abstract,all final A/C,e994fa217d820fe46ca6a7239bbfc11e18ce71b7645800fd02f0645ccb8473a1
205,REC-501B131BCCDB0BBF,WORK-EAD196538EAD217A,AutoHLS: Learning to Accelerate Design Space Exploration for HLS Designs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-501B131BCCDB0BBF:title+abstract,all final A/C,ead196538ead217a2315b9c730d6c54730a8ce5e2058a6debf6edea80efa536b
131,REC-3197E8A9160CF79B,WORK-EC1F3835D1737B4E,High-level Synthesis using the Julia Language,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3197E8A9160CF79B:title+abstract,all final A/C,ec1f3835d1737b4ec7e8cdb9fcbcd326dda894fa0752a6d4baad1f672acc3779
39,REC-CCE2E4EFAFB5F4F8,WORK-EC3A1DDA4B8AD17B,High Level Synthesis with a Dataflow Architectural Template,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-CCE2E4EFAFB5F4F8:title+abstract,all final A/C,ec3a1dda4b8ad17b93743b6e7ab1bbe6ff7c2c9fff4c29cb5f55569fcfb3e5d3
71,REC-38831414C8CA227A,WORK-EC7BEE73D212E888,Face Recognition with Hybrid Efficient Convolution Algorithms on FPGAs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-38831414C8CA227A:title+abstract,all final A/C,ec7bee73d212e888a73781ef3366b156037c7bfa6ecc75a101dec14e7e2a5e5c
178,REC-BCFB3C4AFAE3811E,WORK-EEA9C79FA86878BA,INR-Arch: A Dataflow Architecture and Compiler for Arbitrary-Order Gradient Computations in Implicit Neural Representation Processing,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BCFB3C4AFAE3811E:title+abstract,all final A/C,eea9c79fa86878ba0aa29b9c3ca9a289f41f423b977cfe45934d20b4196b8c77
240,REC-2861404557D1782A,WORK-EEBD41A0C917C476,CAT: Customized Transformer Accelerator Framework on Versal ACAP,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-2861404557D1782A:title+abstract,all final A/C,eebd41a0c917c4768e633a56f2db64bee9e6ac019eb53dfc660e7a094899a9cc
182,REC-03737A3859757540,WORK-F2094FB5495FFE07,Implementation of hyperspectral inversion algorithms on FPGA: Hardware comparison using High Level Synthesis,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-03737A3859757540:title+abstract,all final A/C,f2094fb5495ffe07f237b8b0adc63fab671bb07f646809463a3dea5978b6e649
346,REC-908FFDB34685B693,WORK-F23C2D3F2B094530,StreamTensor: Make Tensors Stream in Dataflow Accelerators for LLMs,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-908FFDB34685B693:title+abstract,all final A/C,f23c2d3f2b09453053b84c3c8e5b4ee0fd01169b6af6ae6f086e2712663524dd
85,REC-89287D342E6CE922,WORK-F7BB1C315C9513CA,DNNVM : End-to-End Compiler Leveraging Heterogeneous Optimizations on FPGA-based CNN Accelerators,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-89287D342E6CE922:title+abstract,all final A/C,f7bb1c315c9513ca2a0e587e198153d383cff501e7389915a43828567f00ed92
200,REC-F95950AEA19221D0,WORK-FF56FF204D587668,Ultra Fast Transformers on FPGAs for Particle Physics Experiments,C,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F95950AEA19221D0:title+abstract,all final A/C,ff56ff204d5876688d2ff58d364be069055f250f5422c08cf70371a7f00cb92e
159,REC-532363BE02AE8521,WORK-016028D1606E48F4,"Accurate, Low-latency, Efficient SAR Automatic Target Recognition on FPGA",D,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-532363BE02AE8521:title+abstract,lowest stable hashes; ceil(20%),016028d1606e48f4f00050b2129304f8b9caafe7ebb404724e593f401af88788
227,REC-52DB9C1A84C344D5,WORK-02E3CB04168BDD85,Accelerating MRI Uncertainty Estimation with Mask-based Bayesian Neural Network,D,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-52DB9C1A84C344D5:title+abstract,lowest stable hashes; ceil(20%),02e3cb04168bdd853c35ee4d577a8c63f3c719ca61ad1f94ed20988a49b6e6c5
434,REC-4C1B20A6E3DE81C3,WORK-043BA2068422D2D7,NEURON-Fabric: CXL-Side Low-Bit Gradient Aggregation for Distributed Training,D,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-4C1B20A6E3DE81C3:title+abstract,lowest stable hashes; ceil(20%),043ba2068422d2d7667c2eb0bfd0f664bfbe6ea2a44b2a2186379f3e569b223f
376,REC-A3A7195BE5E5F981,WORK-0730D94F1FAFFE1E,CXL-SpecKV: A Disaggregated FPGA Speculative KV-Cache for Datacenter LLM Serving,D,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-A3A7195BE5E5F981:title+abstract,lowest stable hashes; ceil(20%),0730d94f1faffe1e5caff380cd73ce2165c787a74161114175b44aebebfbdcd7
365,REC-5F3EF920419354F6,WORK-16A3F379BECF832A,wa-hls4ml: A Benchmark and Surrogate Models for hls4ml Resource and Latency Estimation,D,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5F3EF920419354F6:title+abstract,lowest stable hashes; ceil(20%),16a3f379becf832adf7aa737b2b9da10a4a5d3a41d40a5b21b09dbe4f7728100
215,REC-F03EEDBB96B92664,WORK-20095DCFBB515DC4,Torch2Chip: An End-to-end Customizable Deep Neural Network Compression and Deployment Toolkit for Prototype Hardware Accelerator Design,D,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F03EEDBB96B92664:title+abstract,lowest stable hashes; ceil(20%),20095dcfbb515dc4e0f54f659d939e5a7b92c845af9ee3332f5ca4f2381cfe51
255,REC-C89D508C9645DB7B,WORK-216914A5D9B159E3,Towards Accurate and Efficient Sub-8-Bit Integer Training,D,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-C89D508C9645DB7B:title+abstract,lowest stable hashes; ceil(20%),216914a5d9b159e3c97eea254705c48c9cff46e74b780c2b62b9f27abf464da3
439,REC-25D1D3FB6640874F,WORK-24598D19210758BA,"HeteroViT: A Versatile Single-Layer Vision Transformer Concept, Co-Designed for Distributed Real-Time Data Reduction on Scientific Detectors",D,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-25D1D3FB6640874F:title+abstract,lowest stable hashes; ceil(20%),24598d19210758ba38a8eccc4ea3431899bdc342f80cd63f71e080fab822cb0d
103,REC-E7364B5C13D3ACB6,WORK-32FAC64A074CCB39,NetReduce: RDMA-Compatible In-Network Reduction for Distributed DNN Training Acceleration,D,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-E7364B5C13D3ACB6:title+abstract,lowest stable hashes; ceil(20%),32fac64a074ccb39e3f6a02409e8e050eb18431d66e22125012eb99219a59b59
422,REC-952DDF542BB99BA4,WORK-37EB9A4023C0A2ED,XtraMAC: An Efficient MAC Architecture for Mixed-Precision LLM Inference on FPGA,D,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-952DDF542BB99BA4:title+abstract,lowest stable hashes; ceil(20%),37eb9a4023c0a2ed39ad584a97bf27f0f5bdb75045bd6751b5724661affa275e
353,REC-939579D7FA707D17,WORK-3C1CFB27AB6B5985,Securing generative artificial intelligence with parallel magnetic tunnel junction true randomness,D,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-939579D7FA707D17:title+abstract,lowest stable hashes; ceil(20%),3c1cfb27ab6b59855df2a0fc947dd8eda2593b87dfa91643e1bbc75821ce5a08
317,REC-BCC3E9EFF1B93E62,WORK-3D07E20C120729BE,Combining Fault Tolerance Techniques and COTS SoC Accelerators for Payload Processing in Space,D,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-BCC3E9EFF1B93E62:title+abstract;source_url=https://arxiv.org/pdf/2506.12971v1;cache_filename=2506.12971v1.pdf;cache_sha256=823b6d38241eaf7b6a25e2c92fcd0c4fa68e8e52501ccb0ef670bd63f2a789ac;locator=text-search=""partial reconfiguration""",lowest stable hashes; ceil(20%),3d07e20c120729be9e7c81e457da04b51cfdf6380987ce7d306584b51aaabaf5
