project_family_id,title,level_final,route_family,preferred_record_id,stable_identifier_type,stable_identifier,source_url,artifact_claim_state,paper_reported_url,normalized_artifact_url,artifact_kind,artifact_relation,evidence_location,observed_status,licence_state,licence_evidence,repository_audit_id,artifact_evidence_request_ids_json,artifact_endpoint_evidence_json,metadata_services_json,metadata_status_codes_json,failure_code,limitations
PF-854ADC02588B68F7,AccLLM: Accelerating Long-Context LLM Inference Via Algorithm-Hardware Co-Design,A,DATAFLOW,REC-1C8427A2FAEFACE4,arxiv,2505.03745,https://arxiv.org/abs/2505.03745v1,not_reported,,,none_reported,no_project_artifact_claim_found_in_task4_pdf_audit,https://arxiv.org/pdf/2505.03745v1.pdf#cache_filename=2505.03745v1.pdf;cache_sha256=9d183689febd28655e39b0b35fddc464d32306e4138f8817d2c269f96f1c4aca;locator=pages-1-13_controlled-full-document-audit_no-qualifying-public-project-artifact-found,negative_evidence,unavailable,No attributed project artifact endpoint to inspect,,[],{},"[""arxiv""]","{""arxiv"":429}",NO_PROJECT_ARTIFACT_REPORTED,No project artifact URL was attributed by the frozen paper audit
PF-85A0286974EFC09E,LightMamba: Efficient Mamba Acceleration on FPGA with Quantization and Hardware Co-design,A,DATAFLOW,REC-561FD75C12B8EF91,arxiv,2502.15260,https://arxiv.org/abs/2502.15260v2,paper_reported_available,https://github.com/PKU-SEC-Lab/LightMamba,https://github.com/PKU-SEC-Lab/LightMamba,github_repository,paper_reported_project_repository,https://arxiv.org/pdf/2502.15260v2.pdf#cache_filename=2502.15260v2.pdf;cache_sha256=b2f47583ba25d22b9dc697acebebf544098359fe4869b2d4b4be3f8142c0b849;locator=page-1_section-Abstract_phrase-code-is-available,observed_with_failures,none_detected,GitHub licence API HTTP 404 at a3de743bcfa2162c9ea6584c75e0f8690f02311b,REPO-PF-85A0286974EFC09E,"[""pku-sec-lab/lightmamba:repository"",""pku-sec-lab/lightmamba:commit:main"",""pku-sec-lab/lightmamba:tree:a3de743bcfa2162c9ea6584c75e0f8690f02311b"",""pku-sec-lab/lightmamba:releases"",""pku-sec-lab/lightmamba:licence:a3de743bcfa2162c9ea6584c75e0f8690f02311b"",""pku-sec-lab/lightmamba:readme:a3de743bcfa2162c9ea6584c75e0f8690f02311b""]","{""licence"":{""failure_code"":""LICENCE_NOT_FOUND"",""http_status"":404,""raw_response_path"":""responses/github/468845baa22483722419c8325c95a282001027ca6de7f34357b55fed5e654e30.body"",""request_identifier"":""pku-sec-lab/lightmamba:licence:a3de743bcfa2162c9ea6584c75e0f8690f02311b"",""response_sha256"":""6c0109c2ac75f1f264b61da6aff1737f7bc7eac254e6396710ff81a4139f32b1"",""source"":""github_api""},""readme"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/836724ede9325fd14efa6c8c443dd0656ae6749d5e432ba0d81919c80cab0e50.body"",""request_identifier"":""pku-sec-lab/lightmamba:readme:a3de743bcfa2162c9ea6584c75e0f8690f02311b"",""response_sha256"":""ae561b0fab25caa13b1e80f0690fb08f5bb6e1b7c4d41008bebffbaf49d0db0b"",""source"":""github_api""},""releases"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/3991c574e0fcd4d8e2bb0274a1231718b63abafc912ef99bc551805657f237bf.body"",""request_identifier"":""pku-sec-lab/lightmamba:releases"",""response_sha256"":""4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945"",""source"":""github_api""},""remote_commit"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/c06bb5d94e8754998d6c7e462178903b9ed4b01fe83869b424ec989edb35a8f6.body"",""request_identifier"":""pku-sec-lab/lightmamba:commit:main"",""response_sha256"":""143637f0db80a1a3d38d801a43a3193cd344f7530c881c78374f3b47a997cf8e"",""source"":""github_api""},""repository"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/0dc13d3c6583a1784c57263bb8a91ce3a6a6748cd438101f6d971674a7448069.body"",""request_identifier"":""pku-sec-lab/lightmamba:repository"",""response_sha256"":""e3969f8a2b105f0a701f00e07b5f3d65df34285dcf286b6ed7ce2411d36fd1d9"",""source"":""github_api""},""tree"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/f4b63a9b1fe54c8d444dc3438e0d02db6af323e04c6451dafb3ad84b49685b6d.body"",""request_identifier"":""pku-sec-lab/lightmamba:tree:a3de743bcfa2162c9ea6584c75e0f8690f02311b"",""response_sha256"":""2899cf1d57133ebbb590199fdc9e87e2756423b51fd4bb0a31fdcc747803c402"",""source"":""github_api""}}","[""arxiv""]","{""arxiv"":429}",NO_LICENSE_DETECTED,"GitHub repository/tree/licence/release/README API evidence only; no clone, dependency fetch, build, generated-file comparison, or binary inspection"
PF-86FE8DBFB50CB04C,Understanding the Potential of FPGA-Based Spatial Acceleration for Large Language Model Inference,A,HLS,REC-69006487AF098BB4,arxiv,2312.15159,https://arxiv.org/abs/2312.15159v2,paper_reported_future_release,https://github.com/cornell-zhang/allo/tree/main/examples,https://github.com/cornell-zhang/allo,github_repository,paper_reported_future_release_repository,https://arxiv.org/pdf/2312.15159v2.pdf#cache_filename=2312.15159v2.pdf;cache_sha256=75a69ed82c570491fb481fa149e635695cc0c583f071e7717a21931b131754cd;locator=page-3_section-Section-1_phrase-open-source,observed,detected,GitHub licence API at 74b0373ecbc4cfded24f5660c12eee4253c31be5: Apache-2.0,REPO-PF-86FE8DBFB50CB04C,"[""cornell-zhang/allo:repository"",""cornell-zhang/allo:commit:main"",""cornell-zhang/allo:tree:74b0373ecbc4cfded24f5660c12eee4253c31be5"",""cornell-zhang/allo:releases"",""cornell-zhang/allo:licence:74b0373ecbc4cfded24f5660c12eee4253c31be5"",""cornell-zhang/allo:readme:74b0373ecbc4cfded24f5660c12eee4253c31be5""]","{""licence"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/25ff9df37e5beb01aaf6e235cb6dc8e742bb085e1e850518d8ea2dae404ce04d.body"",""request_identifier"":""cornell-zhang/allo:licence:74b0373ecbc4cfded24f5660c12eee4253c31be5"",""response_sha256"":""dc82df314d83694feccacf82ca0908b5b014b52bd755718f95565c83b7a7697f"",""source"":""github_api""},""readme"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/e97ef797505b282141dd0ecf24b435923a421aa8ee493e3309015c1266813d1b.body"",""request_identifier"":""cornell-zhang/allo:readme:74b0373ecbc4cfded24f5660c12eee4253c31be5"",""response_sha256"":""6167b883fd6d81480c41760f15c0b0e2c703d0049b11b1beb6765ee77db42599"",""source"":""github_api""},""releases"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/3fb3fd7a165c752d5bc4bf382434ee4a52061e627544bae2f352498e9062deb6.body"",""request_identifier"":""cornell-zhang/allo:releases"",""response_sha256"":""4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945"",""source"":""github_api""},""remote_commit"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/60c5710c8ae7efef68d0a67c065a2de9100352112a7989cafc3e499ae6528157.body"",""request_identifier"":""cornell-zhang/allo:commit:main"",""response_sha256"":""ccbd5dc5b77ac8aca88d2799780ec4cd324e19cb9a673726d1297a6693ba06b2"",""source"":""github_api""},""repository"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/0013f7a788cbd23d7a228d3c0503fe87be92502f881f1ff6c00708825c411037.body"",""request_identifier"":""cornell-zhang/allo:repository"",""response_sha256"":""cc3eb384a52610f6019b5dc164bf7a9caf858e29a9155b85efc9cf07b890f04b"",""source"":""github_api""},""tree"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/014b46e50df22f5fa12854b7a91b9c3f5c10e117051a39f6bb52aebf00db3456.body"",""request_identifier"":""cornell-zhang/allo:tree:74b0373ecbc4cfded24f5660c12eee4253c31be5"",""response_sha256"":""f9f59fd6e68f950b1333719c872682a188295b5f89a016383509c00b43366608"",""source"":""github_api""}}","[""arxiv"",""crossref"",""openalex""]","{""arxiv"":429,""crossref"":200,""openalex"":200}",NONE,"GitHub repository/tree/licence/release/README API evidence only; no clone, dependency fetch, build, generated-file comparison, or binary inspection"
PF-99E0323A054EE2AD,LUT-LLM: Efficient Large Language Model Inference with Memory-based Computations on FPGAs,A,DATAFLOW,REC-3ED97335A1D4DAF1,arxiv,2511.06174,https://arxiv.org/abs/2511.06174v2,paper_reported_available,https://github.com/LUT-FPGA/LUT-LLM,https://github.com/LUT-FPGA/LUT-LLM,github_repository,paper_reported_project_repository,https://arxiv.org/pdf/2511.06174v2.pdf#cache_filename=2511.06174v2.pdf;cache_sha256=6afab4bb78b9b92fa017b6c8aeed642b388d936f43054d76498f2fe9a1b1183c;locator=page-1_section-Abstract_phrase-github,observed_with_failures,none_detected,GitHub licence API HTTP 404 at 9ee2259d312f9b1119a398d8ff7703154260a417,REPO-PF-99E0323A054EE2AD,"[""lut-fpga/lut-llm:repository"",""lut-fpga/lut-llm:commit:master"",""lut-fpga/lut-llm:tree:9ee2259d312f9b1119a398d8ff7703154260a417"",""lut-fpga/lut-llm:releases"",""lut-fpga/lut-llm:licence:9ee2259d312f9b1119a398d8ff7703154260a417"",""lut-fpga/lut-llm:readme:9ee2259d312f9b1119a398d8ff7703154260a417""]","{""licence"":{""failure_code"":""LICENCE_NOT_FOUND"",""http_status"":404,""raw_response_path"":""responses/github/bc2b6782ef52e09fb73066ee16e2774d5c9a89d19b69084fe0997e9c34e1ffff.body"",""request_identifier"":""lut-fpga/lut-llm:licence:9ee2259d312f9b1119a398d8ff7703154260a417"",""response_sha256"":""6c0109c2ac75f1f264b61da6aff1737f7bc7eac254e6396710ff81a4139f32b1"",""source"":""github_api""},""readme"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/02da17163332d2a99c538dcef0ce82c1db378698e296bb46a23eb0778585d715.body"",""request_identifier"":""lut-fpga/lut-llm:readme:9ee2259d312f9b1119a398d8ff7703154260a417"",""response_sha256"":""0383351e930ef990ec955ced3897cb6dd888bb93cbfe21e8e8fdc87987cdc005"",""source"":""github_api""},""releases"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/9e4e25075695b8e9fef403f33f3c715350131acdb849bb2fe38cf4b9f34f4cd3.body"",""request_identifier"":""lut-fpga/lut-llm:releases"",""response_sha256"":""fc35e1347d91603a769296bb01a37222f0be4ffff810aca4f43cc5d6a705dcfb"",""source"":""github_api""},""remote_commit"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/196873a5f8fa1a0b968c876f7fad6c4fda54b3183bc7d2edb8008267e1937614.body"",""request_identifier"":""lut-fpga/lut-llm:commit:master"",""response_sha256"":""d29c75270868cdb60b5950c39e70cb56e1f1c9dab57fe46854f492f8d2fa4621"",""source"":""github_api""},""repository"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/8f420f23e94d38e6dfbccdf570285b0a0d6bc5a2606b29d3e11641261ec79fe4.body"",""request_identifier"":""lut-fpga/lut-llm:repository"",""response_sha256"":""88381d76c33b1f96d1d7301cea2c3db4bd4b959a9b8792fa9d28cda96ccd97ed"",""source"":""github_api""},""tree"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/e6a274ae8c9c62db81fcbdb0e2adc3b5a55a2c2090eb8e6f9bac1db89987379c.body"",""request_identifier"":""lut-fpga/lut-llm:tree:9ee2259d312f9b1119a398d8ff7703154260a417"",""response_sha256"":""e5f537d8cd6080d26eeb689acdf584af03f3163868726f173ded97ef1594c250"",""source"":""github_api""}}","[""arxiv""]","{""arxiv"":429}",NO_LICENSE_DETECTED,"GitHub repository/tree/licence/release/README API evidence only; no clone, dependency fetch, build, generated-file comparison, or binary inspection"
PF-ADA5DD9E17D22182,"Research on LLM Acceleration Using the High-Performance RISC-V Processor ""Xiangshan"" (Nanhu Version) Based on the Open-Source Matrix Instruction Set Extension (Vector Dot Product)",A,OVERLAY,REC-1E3A0B27361246BF,arxiv,2409.00661,https://arxiv.org/abs/2409.00661v1,not_reported,,,none_reported,no_project_artifact_claim_found_in_task4_pdf_audit,https://arxiv.org/pdf/2409.00661v1.pdf#cache_filename=2409.00661v1.pdf;cache_sha256=5a86cbf7e409b775e6b559e98d7d9305d851c45f92ca1f0a0e4cb5e731f52097;locator=pages-1-10_controlled-full-document-audit_no-qualifying-public-project-artifact-found,negative_evidence,unavailable,No attributed project artifact endpoint to inspect,,[],{},"[""arxiv""]","{""arxiv"":429}",NO_PROJECT_ARTIFACT_REPORTED,No project artifact URL was attributed by the frozen paper audit
PF-B1181609C0AF254C,SpeedLLM: An FPGA Co-design of Large Language Model Inference Accelerator,A,DATAFLOW,REC-3E83647529A0BF93,arxiv,2507.14139,https://arxiv.org/abs/2507.14139v1,not_reported,,,none_reported,no_project_artifact_claim_found_in_task4_pdf_audit,https://arxiv.org/pdf/2507.14139v1.pdf#cache_filename=2507.14139v1.pdf;cache_sha256=1e6f55eab43699e6f5ed9f76a8ad76e36e2ac2a87cee0bc2e74c9e601444dd37;locator=pages-1-2_controlled-full-document-audit_no-qualifying-public-project-artifact-found,negative_evidence,unavailable,No attributed project artifact endpoint to inspect,,[],{},"[""arxiv""]","{""arxiv"":429}",NO_PROJECT_ARTIFACT_REPORTED,No project artifact URL was attributed by the frozen paper audit
PF-BBFD7FC8E3510445,DFX: A Low-latency Multi-FPGA Appliance for Accelerating Transformer-based Text Generation,A,OVERLAY,REC-DACDD99CB85CF6D1,arxiv,2209.10797,https://arxiv.org/abs/2209.10797v1,not_reported,,,none_reported,no_project_artifact_claim_found_in_task4_pdf_audit,https://arxiv.org/pdf/2209.10797v1.pdf#cache_filename=2209.10797v1.pdf;cache_sha256=d817b30f1ac63d3b238e0d05e0db370eb6423c5e05c1df98879327b465c44cd0;locator=pages-1-15_controlled-full-document-audit_no-qualifying-public-project-artifact-found,negative_evidence,unavailable,No attributed project artifact endpoint to inspect,,[],{},"[""arxiv""]","{""arxiv"":429}",NO_PROJECT_ARTIFACT_REPORTED,No project artifact URL was attributed by the frozen paper audit
PF-CAA8FD9CB8D76AF5,LlamaF: An Efficient Llama2 Architecture Accelerator on Embedded FPGAs,A,CPU_FPGA_FALLBACK,REC-D80BA185FF6CE5BD,arxiv,2409.11424,https://arxiv.org/abs/2409.11424v1,not_reported,,,none_reported,no_project_artifact_claim_found_in_task4_pdf_audit,https://arxiv.org/pdf/2409.11424v1.pdf#cache_filename=2409.11424v1.pdf;cache_sha256=863004facf1b502140ad2d0c556897f42d8773d2218ed83ee84ca5a7ed574796;locator=pages-1-7_controlled-full-document-audit_no-qualifying-public-project-artifact-found,negative_evidence,unavailable,No attributed project artifact endpoint to inspect,,[],{},"[""arxiv""]","{""arxiv"":429}",NO_PROJECT_ARTIFACT_REPORTED,No project artifact URL was attributed by the frozen paper audit
PF-DA130C9A8682ACE6,LoopLynx: A Scalable Dataflow Architecture for Efficient LLM Inference,A,DATAFLOW,REC-A9B512BD33750559,arxiv,2504.09561,https://arxiv.org/abs/2504.09561v1,paper_reported_available,https://github.com/zjnyly/LoopLynx,https://github.com/zjnyly/LoopLynx,github_repository,paper_reported_project_repository,https://arxiv.org/pdf/2504.09561v1.pdf#cache_filename=2504.09561v1.pdf;cache_sha256=ec1414a11856842e6ae5bc705891fed12649b8ad422e464b6da5bd0b6fd2e937;locator=page-5_section-Section-IV_phrase-github,observed_with_failures,none_detected,GitHub licence API HTTP 404 at e74592af31d015369dd176077252914c0ed267fe,REPO-PF-DA130C9A8682ACE6,"[""zjnyly/looplynx:repository"",""zjnyly/looplynx:commit:main"",""zjnyly/looplynx:tree:e74592af31d015369dd176077252914c0ed267fe"",""zjnyly/looplynx:releases"",""zjnyly/looplynx:licence:e74592af31d015369dd176077252914c0ed267fe"",""zjnyly/looplynx:readme:e74592af31d015369dd176077252914c0ed267fe""]","{""licence"":{""failure_code"":""LICENCE_NOT_FOUND"",""http_status"":404,""raw_response_path"":""responses/github/57564a398c0313a691c7358390037591887c1532b0270ea91f2744d6fc76e7fe.body"",""request_identifier"":""zjnyly/looplynx:licence:e74592af31d015369dd176077252914c0ed267fe"",""response_sha256"":""6c0109c2ac75f1f264b61da6aff1737f7bc7eac254e6396710ff81a4139f32b1"",""source"":""github_api""},""readme"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/e2f9c360de57194263c4982d1b5dd55cd0f3c540298629d39be600bdcb586983.body"",""request_identifier"":""zjnyly/looplynx:readme:e74592af31d015369dd176077252914c0ed267fe"",""response_sha256"":""48c477ccce256ad3a0aedf8dee7dde28dcf40a9e1b57560f662c60257bda3ea5"",""source"":""github_api""},""releases"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/639f52367597d980ce12116dc4087298a00fdf194a9636e4fcbfe6118f630730.body"",""request_identifier"":""zjnyly/looplynx:releases"",""response_sha256"":""4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945"",""source"":""github_api""},""remote_commit"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/5a0dbd6a71e6b742dd4fa7ca4b86e266ff8914d71802ecb528ba996c51b6942e.body"",""request_identifier"":""zjnyly/looplynx:commit:main"",""response_sha256"":""380a8f4621a0d79f5acd8eba2eba3a0a1cc4d549be7daab5330f5df8be39630d"",""source"":""github_api""},""repository"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/53a2bef72f53ace8a9a81cf40ff6d9cae2b81ddc9cf0e44847a2d94027d71d0c.body"",""request_identifier"":""zjnyly/looplynx:repository"",""response_sha256"":""bb5ef6c22c1c63362bef4ee6b178125c7820e859817a7620d83764e9930920b0"",""source"":""github_api""},""tree"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/85796034e88c14e06c2cfb29b7f7d9e7cf91ac923c9f54727d474453c48a99b1.body"",""request_identifier"":""zjnyly/looplynx:tree:e74592af31d015369dd176077252914c0ed267fe"",""response_sha256"":""ffe32a52531bf91232cf12a780d36580b0be0c11ede5566b17df63b02827c577"",""source"":""github_api""}}","[""arxiv""]","{""arxiv"":429}",NO_LICENSE_DETECTED,"GitHub repository/tree/licence/release/README API evidence only; no clone, dependency fetch, build, generated-file comparison, or binary inspection"
PF-E18206EB018BCA85,"HPU: High-Bandwidth Processing Unit for Scalable, Cost-effective LLM Inference via GPU Co-processing",A,CPU_FPGA_FALLBACK,REC-74DFFEF8FFD0B3C6,arxiv,2504.16112,https://arxiv.org/abs/2504.16112v2,not_reported,,,none_reported,no_project_artifact_claim_found_in_task4_pdf_audit,https://arxiv.org/pdf/2504.16112v2.pdf#cache_filename=2504.16112v2.pdf;cache_sha256=213bc5f4839143796fc7f26ab61a4de490f60adccd62dea250305148fa88d733;locator=pages-1-7_controlled-full-document-audit_no-qualifying-public-project-artifact-found,negative_evidence,unavailable,No attributed project artifact endpoint to inspect,,[],{},"[""arxiv""]","{""arxiv"":429}",NO_PROJECT_ARTIFACT_REPORTED,No project artifact URL was attributed by the frozen paper audit
PF-E7AA5B0B1A09F007,HLSTransform: Energy-Efficient Llama 2 Inference on FPGAs Via High Level Synthesis,A,HLS,REC-A8FC56A3513C926D,arxiv,2405.00738,https://arxiv.org/abs/2405.00738v1,paper_reported_available,https://github.com/HLSTransform/submission,https://github.com/HLSTransform/submission,github_repository,paper_reported_project_repository,https://arxiv.org/pdf/2405.00738v1.pdf#cache_filename=2405.00738v1.pdf;cache_sha256=d4d5f70aefc7116006fb7d87d3db35824d057ada6b4225ad6dcff7a1130096fc;locator=page-2_section-Section-2_phrase-github,observed,detected,GitHub licence API at 5c7b068a1d6c6709163e2cec28cedea3ed2d7ca9: MIT,REPO-PF-E7AA5B0B1A09F007,"[""hlstransform/submission:repository"",""hlstransform/submission:commit:main"",""hlstransform/submission:tree:5c7b068a1d6c6709163e2cec28cedea3ed2d7ca9"",""hlstransform/submission:releases"",""hlstransform/submission:licence:5c7b068a1d6c6709163e2cec28cedea3ed2d7ca9"",""hlstransform/submission:readme:5c7b068a1d6c6709163e2cec28cedea3ed2d7ca9""]","{""licence"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/138675efa8479b51a42ee4c70a37f345ccc2855f683911c35403d3bd0028c3f1.body"",""request_identifier"":""hlstransform/submission:licence:5c7b068a1d6c6709163e2cec28cedea3ed2d7ca9"",""response_sha256"":""5e16e573deec9a658d510b7a2ce81d2d4f8850623519dd4cf7170d76f71a3abd"",""source"":""github_api""},""readme"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/5ff1c1d86a69b06af962b7345aa1f0327d986e1f538790d0cc121a579a1d3786.body"",""request_identifier"":""hlstransform/submission:readme:5c7b068a1d6c6709163e2cec28cedea3ed2d7ca9"",""response_sha256"":""e5ee44a45f6912f4a6d4b55ee89e9aae85f7a3d4460d5383b14d4c64e2e6df64"",""source"":""github_api""},""releases"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/8f39a35877c370010539174265420f789c2b2f16c4d42ebec9fcdd4e156ee382.body"",""request_identifier"":""hlstransform/submission:releases"",""response_sha256"":""4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945"",""source"":""github_api""},""remote_commit"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/63c4016bd5f6a48d5b65e1b4c62fd92842646600cac46815088ae9c559511bc8.body"",""request_identifier"":""hlstransform/submission:commit:main"",""response_sha256"":""1aacb6994eae6ae0f8ed11ded25054c01077541c757a3e28539e37844ef9fa30"",""source"":""github_api""},""repository"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/cea477fbc0f35abd23bc46fcafaa058fda29d8536cd59397b43729d5ccaec957.body"",""request_identifier"":""hlstransform/submission:repository"",""response_sha256"":""8f32e08628f19d7c526d22b5870bd0ca24e6aef03174846bdc413cf3eb36bcb1"",""source"":""github_api""},""tree"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/ea339597af42b37291f49e7d5eaff0f4d808a26cf5626befdc180cb756055a62.body"",""request_identifier"":""hlstransform/submission:tree:5c7b068a1d6c6709163e2cec28cedea3ed2d7ca9"",""response_sha256"":""5fa2cdc591d1a89b6bf5a961385f2d43720c233b4c854e824c9d919ee53c9bb4"",""source"":""github_api""}}","[""arxiv""]","{""arxiv"":429}",NONE,"GitHub repository/tree/licence/release/README API evidence only; no clone, dependency fetch, build, generated-file comparison, or binary inspection"
PF-E9C1300B04E80B95,Compiler-Driven FPGA Virtualization with SYNERGY,C,CPU_FPGA_FALLBACK,REC-7C4BA136157B6978,arxiv,2109.02484,https://arxiv.org/abs/2109.02484v1,paper_reported_available,https://github.com/JoshuaLandgraf/cascade/blob/artifact/experiments/README.md,https://github.com/JoshuaLandgraf/cascade,github_repository,paper_reported_experiment_repository,https://arxiv.org/pdf/2109.02484v1.pdf#cache_filename=2109.02484v1.pdf;cache_sha256=b5f7bce13f2db0443d2390c546971fc0a35bc222ba578d1c0dd9ee0918520c55;locator=page-11_section-Artifact-Appendix_phrase-BSD,observed,detected,GitHub licence API at e21dafa4d877c1dc7846f9e0b60c05a995d033eb: Other,REPO-PF-E9C1300B04E80B95,"[""joshualandgraf/cascade:repository"",""joshualandgraf/cascade:commit:artifact"",""joshualandgraf/cascade:tree:e21dafa4d877c1dc7846f9e0b60c05a995d033eb"",""joshualandgraf/cascade:releases"",""joshualandgraf/cascade:licence:e21dafa4d877c1dc7846f9e0b60c05a995d033eb"",""joshualandgraf/cascade:readme:e21dafa4d877c1dc7846f9e0b60c05a995d033eb""]","{""licence"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/3934722ab5bd82ed969ece84253cc8d967eafa0a9a9847fddbf87161d246acf6.body"",""request_identifier"":""joshualandgraf/cascade:licence:e21dafa4d877c1dc7846f9e0b60c05a995d033eb"",""response_sha256"":""ca004b56196d0bbc26503c7f742c20019b37e4265a114e6c0aba8ed7cf4a0fc4"",""source"":""github_api""},""readme"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/bfe0aee6d84fecf206aecc32c202951d748ac288d74110f5d9d855064e64ede6.body"",""request_identifier"":""joshualandgraf/cascade:readme:e21dafa4d877c1dc7846f9e0b60c05a995d033eb"",""response_sha256"":""d84d9ca09a0c212dc039c19c86dcb6b422b35a72e286680a8e8c8a9c09c078e9"",""source"":""github_api""},""releases"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/00f10736c7c94b54c5f1d9f006ccb630086140075c5e9f87e7f5bf16fa561e23.body"",""request_identifier"":""joshualandgraf/cascade:releases"",""response_sha256"":""4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945"",""source"":""github_api""},""remote_commit"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/58f2ec886ba2b5d2842ba0a93e76552adb8c1096465c961ea96ec2f22717db3e.body"",""request_identifier"":""joshualandgraf/cascade:commit:artifact"",""response_sha256"":""a16069084948a870b3e09773294dd57cbf7c7b5e1236064cf188294ab335d4e9"",""source"":""github_api""},""repository"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/33fea52a0514420e4b67c088fd874bc946b8cb40d447ad22b8265bdf142cfffc.body"",""request_identifier"":""joshualandgraf/cascade:repository"",""response_sha256"":""6f300b734b0d4ef02c3d1182ea74b055186ec6922fb7b0634077fb7f5e8643cf"",""source"":""github_api""},""tree"":{""failure_code"":"""",""http_status"":200,""raw_response_path"":""responses/github/e184f4021061405f4fb4936159e3ec6dec92d5c9f44efe3816306622a1400f52.body"",""request_identifier"":""joshualandgraf/cascade:tree:e21dafa4d877c1dc7846f9e0b60c05a995d033eb"",""response_sha256"":""5b3101bd5b9edfc09d115057f560b04cdecf886822f20ed4cbac3d322be41ef0"",""source"":""github_api""}}","[""arxiv"",""crossref"",""openalex""]","{""arxiv"":429,""crossref"":200,""openalex"":200}",NONE,"GitHub repository/tree/licence/release/README API evidence only; no clone, dependency fetch, build, generated-file comparison, or binary inspection"
PF-F284524C8FAF1FF5,ELiTeFormer: An Efficient Transformer for FPGAs,A,HLS,REC-C963AD29DE58DB45,arxiv,2607.03652,https://arxiv.org/abs/2607.03652v1,not_reported,,,none_reported,no_project_artifact_claim_found_in_task4_pdf_audit,https://arxiv.org/pdf/2607.03652v1.pdf#cache_filename=2607.03652v1.pdf;cache_sha256=9ba54bc8de4d7dbdc384b8bd8938b7bca32b3ba3c4e6b4f4699ed75dfb9b3860;locator=pages-1-13_controlled-full-document-audit_no-qualifying-public-project-artifact-found,negative_evidence,unavailable,No attributed project artifact endpoint to inspect,,[],{},"[""arxiv""]","{""arxiv"":429}",NO_PROJECT_ARTIFACT_REPORTED,No project artifact URL was attributed by the frozen paper audit
