project_family_id,primary_work_id,work_id,is_primary_work,preferred_record_id,record_ids_json,title,level_final,route_family,family_grouping_basis,evidence_sources_json
PF-5423EA8E2FD4952E,WORK-55DD95AAFB8A7368,WORK-55DD95AAFB8A7368,True,REC-A4176B89BC21CA65,"[""REC-A4176B89BC21CA65""]",Platform-Aware FPGA System Architecture Generation based on MLIR,C,MLIR_CIRCT,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-A4176B89BC21CA65:title+abstract; LLM-inference-on-FPGA-papers/papers/2309.12917v1.pdf#section=Olympus_flow&search=implemented_as_an_FPGA_bitstream""]"
PF-5487714A7E757A5C,WORK-BB05D1FE7F29FD30,WORK-BB05D1FE7F29FD30,True,REC-36C4AAA4FD4ACA93,"[""REC-36C4AAA4FD4ACA93""]",TATAA: Programmable Mixed-Precision Transformer Acceleration with a Transformable Arithmetic Architecture,A,OVERLAY,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-36C4AAA4FD4ACA93:title+abstract; LLM-inference-on-FPGA-papers/papers/2411.03697v1.pdf#section=Table_7&search=only_measure_the_pre-fill_stage_for_GPT-2""]"
PF-55E9E7BE5EBCAB3F,WORK-D2AC7DC7828CC30D,WORK-D2AC7DC7828CC30D,True,REC-0F2A03A0DF86FD27,"[""REC-0F2A03A0DF86FD27""]",Mixed-TD: Efficient Neural Network Accelerator with Layer-Specific Tensor Decomposition,C,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-0F2A03A0DF86FD27:title+abstract""]"
PF-5864675177B8D1AD,WORK-03D94E125DD80AF1,WORK-03D94E125DD80AF1,True,REC-20E17694FEA9B59B,"[""REC-20E17694FEA9B59B""]",NPE: An FPGA-based Overlay Processor for Natural Language Processing,B,OVERLAY,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-20E17694FEA9B59B:title+abstract""]"
PF-5AE4BE5EC9372936,WORK-AFCF36F1CB0AA7CD,WORK-AFCF36F1CB0AA7CD,True,REC-F65FD886EFF07883,"[""REC-F65FD886EFF07883""]",SWAT: Scalable and Efficient Window Attention-based Transformers Acceleration on FPGAs,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-F65FD886EFF07883:title+abstract""]"
PF-5BBEAAE60D438626,WORK-C87240FC0F2E6EEB,WORK-C87240FC0F2E6EEB,True,REC-9C5B33458C163E1C,"[""REC-9C5B33458C163E1C""]",Pushing the Limits of BFP on Narrow Precision LLM Inference,D,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-9C5B33458C163E1C:title+abstract""]"
PF-5C8841FA25AA2A0E,WORK-1F4A9AE690A421DC,WORK-1F4A9AE690A421DC,True,REC-ED5450FF15872377,"[""REC-ED5450FF15872377""]",SkyEgg: Joint Implementation Selection and Scheduling for Hardware Synthesis using E-graphs,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-ED5450FF15872377:title+abstract""]"
PF-5E4813816B931AB0,WORK-3D07E20C120729BE,WORK-3D07E20C120729BE,True,REC-BCC3E9EFF1B93E62,"[""REC-BCC3E9EFF1B93E62""]",Combining Fault Tolerance Techniques and COTS SoC Accelerators for Payload Processing in Space,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-BCC3E9EFF1B93E62:title+abstract;LLM-inference-on-FPGA-papers/papers/2506.12971v1.pdf#text-search=\""partial reconfiguration\""""]"
PF-5EF68A1A692430F1,WORK-C8B396D704EF5C5B,WORK-C8B396D704EF5C5B,True,REC-27F112DB592D26A2,"[""REC-27F112DB592D26A2""]",On-Device Qwen2.5: Efficient LLM Inference with Model Compression and Hardware Acceleration,A,CPU_FPGA_FALLBACK,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-27F112DB592D26A2:title+abstract""]"
PF-5F8C88F4E63C8F53,WORK-A39D9A95839EB26B,WORK-A39D9A95839EB26B,True,REC-1D91E09883329FFA,"[""REC-1D91E09883329FFA""]",When Monte-Carlo Dropout Meets Multi-Exit: Optimizing Bayesian Neural Networks on FPGA,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-1D91E09883329FFA:title+abstract;LLM-inference-on-FPGA-papers/papers/2308.06849v1.pdf#text-search=\""Generation of HLS-based BayesNN Accelerator\""""]"
PF-5FCBB51831E1E12B,WORK-1AD08F6ABA5AA02A,WORK-1AD08F6ABA5AA02A,True,REC-E1A7182426E47166,"[""REC-E1A7182426E47166""]",FastWave: Accelerating Autoregressive Convolutional Neural Networks on FPGA,B,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-E1A7182426E47166:title+abstract""]"
PF-5FCEFFE64A612381,WORK-A23779F50004E7DD,WORK-A23779F50004E7DD,True,REC-0AB8E04D7DD6C72A,"[""REC-0AB8E04D7DD6C72A""]",It's not a FAD: first results in using Flows for unsupervised Anomaly Detection at 40 MHz at the Large Hadron Collider,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-0AB8E04D7DD6C72A:title+abstract""]"
PF-5FE754B7C5A8A05D,WORK-B0A5569EBF86F257,WORK-B0A5569EBF86F257,True,REC-8545F20267A68E40,"[""REC-8545F20267A68E40""]",NET4EXA: Pioneering the Future of Interconnects for Supercomputing and AI,D,CPU_FPGA_FALLBACK,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-8545F20267A68E40:title+abstract""]"
PF-612E44D0BADFBFDC,WORK-C9F3EF12C84E4446,WORK-C9F3EF12C84E4446,True,REC-AB2731AA91BB679A,"[""REC-AB2731AA91BB679A""]",Quattro: Transformer-Accelerated Iterative Linear Quadratic Regulator Framework for Fast Trajectory Optimization,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-AB2731AA91BB679A:title+abstract""]"
PF-6242F1E077C405BE,WORK-5E396BFE815B3DBB,WORK-5E396BFE815B3DBB,True,REC-B4C13EE048139933,"[""REC-B4C13EE048139933""]",EdgeLLM: A Highly Efficient CPU-FPGA Heterogeneous Edge Accelerator for Large Language Models,A,CPU_FPGA_FALLBACK,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-B4C13EE048139933:title+abstract""]"
PF-62A6DC5DD6151AB2,WORK-925641344ED78E94,WORK-925641344ED78E94,True,REC-A2503EFE5BB738CE,"[""REC-A2503EFE5BB738CE""]",Transformations for accelerator-based quantum circuit simulation in Haskell,C,OVERLAY,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-A2503EFE5BB738CE:title+abstract;LLM-inference-on-FPGA-papers/papers/2210.12703v1.pdf#text-search=\""eDSL to FPGA input representation\""""]"
PF-630A572216AEF680,WORK-BED06F498C6E0F22,WORK-BED06F498C6E0F22,True,REC-179585D01665ABA3,"[""REC-179585D01665ABA3""]",HG-PIPE: Vision Transformer Acceleration with Hybrid-Grained Pipeline,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-179585D01665ABA3:title+abstract""]"
PF-63B1551E46F15176,WORK-A2410A6A9D530694,WORK-A2410A6A9D530694,True,REC-BD77A6758C470A7E,"[""REC-BD77A6758C470A7E""]",Edge-Efficient Transformer for End-to-End RF Spectrum Monitoring,B,CPU_FPGA_FALLBACK,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-BD77A6758C470A7E:title+abstract""]"
PF-6410FD6B840EC56B,WORK-E284C7E0D2F51197,WORK-E284C7E0D2F51197,True,REC-88F29B4B825641C8,"[""REC-88F29B4B825641C8""]",Energy Efficient Video Fusion with Heterogeneous CPU-FPGA Devices,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-88F29B4B825641C8:title+abstract""]"
PF-660F5FD96E567064,WORK-2812841B4B991927,WORK-2812841B4B991927,True,REC-03B61755E4BFDD6B,"[""REC-03B61755E4BFDD6B""]",FieldHAR: A Fully Integrated End-to-end RTL Framework for Human Activity Recognition with Neural Networks from Heterogeneous Sensors,C,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-03B61755E4BFDD6B:title+abstract""]"
PF-661214DE7534F8AC,WORK-0673CDF1421E1159,WORK-0673CDF1421E1159,True,REC-78E9518BF6FC6EBF,"[""REC-78E9518BF6FC6EBF""]",SILVIA: Automated Superword-Level Parallelism Exploitation via HLS-Specific LLVM Passes for Compute-Intensive FPGA Accelerators,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-78E9518BF6FC6EBF:title+abstract""]"
PF-6883E32D647B48C0,WORK-04C9E3214FC7C3F0,WORK-04C9E3214FC7C3F0,True,REC-949433116AB006C6,"[""REC-949433116AB006C6""]",Designing Efficient LLM Accelerators for Edge Devices,C,CPU_FPGA_FALLBACK,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-949433116AB006C6:title+abstract""]"
PF-6B691A2E44900498,WORK-A0F72D4F2FF027A7,WORK-A0F72D4F2FF027A7,True,REC-795EC13A60CA2881,"[""REC-795EC13A60CA2881""]",PD-Swap: Prefill-Decode Logic Swapping for End-to-End LLM Inference on Edge FPGAs via Dynamic Partial Reconfiguration,A,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-795EC13A60CA2881:title+abstract""]"
PF-6CDBA9085B2D4A91,WORK-70D4B2A462A12E63,WORK-70D4B2A462A12E63,True,REC-F75ACEF70BC3579F,"[""REC-F75ACEF70BC3579F""]",Accelerating Framework of Transformer by Hardware Design and Model Compression Co-Optimization,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-F75ACEF70BC3579F:title+abstract""]"
PF-6DB4F5383A589393,WORK-6262379DCE0876E7,WORK-6262379DCE0876E7,True,REC-4677DAA8E1C4E7A9,"[""REC-4677DAA8E1C4E7A9""]",FLOWER: A comprehensive dataflow compiler for high-level synthesis,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-4677DAA8E1C4E7A9:title+abstract""]"
PF-6E1A3D5A8CA66738,WORK-803E18BC7DD41B34,WORK-803E18BC7DD41B34,True,REC-EB5DF096D8CCF2D9,"[""REC-EB5DF096D8CCF2D9""]",SSR: Spatial Sequential Hybrid Architecture for Latency Throughput Tradeoff in Transformer Acceleration,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-EB5DF096D8CCF2D9:title+abstract; LLM-inference-on-FPGA-papers/papers/2401.10417v2.pdf#section=Table_3&search=vision_transformer_models""]"
PF-6FA07FA92F8C4D57,WORK-5B6F84F0C6192010,WORK-5B6F84F0C6192010,True,REC-4C2E95DDB8B7F21F,"[""REC-4C2E95DDB8B7F21F""]",M$^3$ViT: Mixture-of-Experts Vision Transformer for Efficient Multi-task Learning with Model-Accelerator Co-design,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-4C2E95DDB8B7F21F:title+abstract; LLM-inference-on-FPGA-papers/papers/2210.14793v1.pdf#section=3.2.Circuit-level_Implementation&search=layer-wise_implementation""]"
PF-71546C7A158767E9,WORK-3A37BBC235AD6733,WORK-3A37BBC235AD6733,True,REC-A0B5993AEECCF0B8,"[""REC-A0B5993AEECCF0B8""]",FPGA Co-Design for Efficient N:M Sparse and Quantized Model Inference,C,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-A0B5993AEECCF0B8:title+abstract""]"
PF-7191BBBC70F42404,WORK-88E810112C6CFB1C,WORK-88E810112C6CFB1C,True,REC-18A9873A1ED2419D,"[""REC-18A9873A1ED2419D""]",An Optimizing Framework on MLIR for Efficient FPGA-based Accelerator Generation,C,MLIR_CIRCT,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-18A9873A1ED2419D:title+abstract""]"
PF-71DCDF8074F3EEF6,WORK-973A8436D1EDB6AE,WORK-973A8436D1EDB6AE,True,REC-1C939925CE9E62FF,"[""REC-1C939925CE9E62FF""]",fpgaHART: A toolflow for throughput-oriented acceleration of 3D CNNs for HAR onto FPGAs,C,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-1C939925CE9E62FF:title+abstract""]"
PF-72567C90D4E55430,WORK-E7D0E6CB21E15E0B,WORK-E7D0E6CB21E15E0B,True,REC-B43B25ED6C25AA2D,"[""REC-B43B25ED6C25AA2D""]",Pipeline Automation Framework for Reusable High-throughput Network Applications on FPGA,C,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-B43B25ED6C25AA2D:title+abstract;LLM-inference-on-FPGA-papers/papers/2601.15151v1.pdf#text-search=\""architectural parameterization framework\""""]"
PF-72E73D9975735020,WORK-49843E6B36F898D3,WORK-49843E6B36F898D3,True,REC-32CC94372EE77D83,"[""REC-32CC94372EE77D83""]",Resource-aware Mixed-precision Quantization for Enhancing Deployability of Transformers for Time-series Forecasting on Embedded FPGAs,C,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-32CC94372EE77D83:title+abstract""]"
PF-7331F2107BC6B050,WORK-7E5BEFE3BBF58F02,WORK-7E5BEFE3BBF58F02,True,REC-504E4904B99F7C5E,"[""REC-504E4904B99F7C5E""]",FPQVAR: Floating Point Quantization for Visual Autoregressive Model with FPGA Hardware Co-design,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-504E4904B99F7C5E:title+abstract""]"
PF-739C23915AD808F1,WORK-F2094FB5495FFE07,WORK-F2094FB5495FFE07,True,REC-03737A3859757540,"[""REC-03737A3859757540""]",Implementation of hyperspectral inversion algorithms on FPGA: Hardware comparison using High Level Synthesis,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-03737A3859757540:title+abstract""]"
PF-74071726B465F49F,WORK-0730D94F1FAFFE1E,WORK-0730D94F1FAFFE1E,True,REC-A3A7195BE5E5F981,"[""REC-A3A7195BE5E5F981""]",CXL-SpecKV: A Disaggregated FPGA Speculative KV-Cache for Datacenter LLM Serving,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-A3A7195BE5E5F981:title+abstract""]"
PF-79164EA7D4241982,WORK-216914A5D9B159E3,WORK-216914A5D9B159E3,True,REC-C89D508C9645DB7B,"[""REC-C89D508C9645DB7B""]",Towards Accurate and Efficient Sub-8-Bit Integer Training,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-C89D508C9645DB7B:title+abstract""]"
PF-79B83F5A4E7F8DB9,WORK-1CD43D6EBFE7E2F2,WORK-1CD43D6EBFE7E2F2,True,REC-F4379DB7478366EF,"[""REC-F4379DB7478366EF""]",Inferring Program Transformations from Type Transformations for Partitioning of Ordered Sets,C,OVERLAY,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-F4379DB7478366EF:title+abstract;LLM-inference-on-FPGA-papers/papers/1504.05372v1.pdf#text-search=\""TyTra architecture\""""]"
PF-7B468975B0941E42,WORK-E1E002D440E358CD,WORK-E1E002D440E358CD,True,REC-C174DDF6D468F0A5,"[""REC-C174DDF6D468F0A5""]",CirCNN: Accelerating and Compressing Deep Neural Networks Using Block-CirculantWeight Matrices,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-C174DDF6D468F0A5:title+abstract""]"
PF-7C4FD3F4AA10E10F,WORK-16A3F379BECF832A,WORK-16A3F379BECF832A,True,REC-5F3EF920419354F6,"[""REC-5F3EF920419354F6""]",wa-hls4ml: A Benchmark and Surrogate Models for hls4ml Resource and Latency Estimation,D,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-5F3EF920419354F6:title+abstract""]"
PF-7E3A5FA298AD6A6F,WORK-569E8221840CA718,WORK-569E8221840CA718,True,REC-8038055899F288DD,"[""REC-8038055899F288DD""]",MEADOW: Memory-efficient Dataflow and Data Packing for Low Power Edge LLMs,A,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-8038055899F288DD:title+abstract""]"
PF-7F8C1A3275649847,WORK-95A79F278CCE5A25,WORK-95A79F278CCE5A25,True,REC-A9265AD0192938C0,"[""REC-A9265AD0192938C0""]",FINN-GL: Generalized Mixed-Precision Extensions for FPGA-Accelerated LSTMs,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-A9265AD0192938C0:title+abstract""]"
PF-7FBFA51803C3DAB7,WORK-7D61846EDABE888E,WORK-7D61846EDABE888E,True,REC-A9812738B0D3FDF8,"[""REC-A9812738B0D3FDF8""]",Compiler Bugs Detection in Logic Synthesis Tools via Linear Upper Confidence Bound,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-A9812738B0D3FDF8:title+abstract;LLM-inference-on-FPGA-papers/papers/2509.01149v1.pdf#text-search=\""metamorphic transformation rules\""""]"
PF-7FF210B343FEAC43,WORK-E236C8566735C650,WORK-E236C8566735C650,True,REC-9DD301C82F69C383,"[""REC-9DD301C82F69C383""]",FlightLLM: Efficient Large Language Model Inference with a Complete Mapping Flow on FPGAs,A,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-9DD301C82F69C383:title+abstract; LLM-inference-on-FPGA-papers/papers/2401.03868v2.pdf#section=5.3.Analytical_Model_for_RTL_Generation&search=RTL_generator""]"
PF-805CA5522539C742,WORK-D98F092B3E212C22,WORK-D98F092B3E212C22,True,REC-48B14D3F981A4130,"[""REC-48B14D3F981A4130""]",TeLLMe v2: An Efficient End-to-End Ternary LLM Prefill and Decode Accelerator with Table-Lookup Matmul on Edge FPGAs,A,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-48B14D3F981A4130:title+abstract""]"
PF-8063DD67AA53A959,WORK-003EF2CAF21772CA,WORK-003EF2CAF21772CA,True,REC-CC1778CFFA15521D,"[""REC-CC1778CFFA15521D""]",FlexViT: A Flexible FPGA-based Accelerator for Edge Vision Transformers,B,CPU_FPGA_FALLBACK,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-CC1778CFFA15521D:title+abstract""]"
PF-81A88A3246B98108,WORK-932D47CAB99B7F0C,WORK-932D47CAB99B7F0C,True,REC-02EB72AEF9B113D9,"[""REC-02EB72AEF9B113D9""]",ITME: Inference Tiered Memory Expansion with Disaggregated CXL-Hybrid Memories,D,CPU_FPGA_FALLBACK,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-02EB72AEF9B113D9:title+abstract""]"
PF-84E8CE88EDCAA853,WORK-32FAC64A074CCB39,WORK-32FAC64A074CCB39,True,REC-E7364B5C13D3ACB6,"[""REC-E7364B5C13D3ACB6""]",NetReduce: RDMA-Compatible In-Network Reduction for Distributed DNN Training Acceleration,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-E7364B5C13D3ACB6:title+abstract""]"
PF-854ADC02588B68F7,WORK-7C8209B4880448DD,WORK-7C8209B4880448DD,True,REC-1C8427A2FAEFACE4,"[""REC-1C8427A2FAEFACE4""]",AccLLM: Accelerating Long-Context LLM Inference Via Algorithm-Hardware Co-Design,A,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-1C8427A2FAEFACE4:title+abstract; LLM-inference-on-FPGA-papers/papers/2505.03745v1.pdf pages 9-11 section VI search phrase input and output token sizes""]"
PF-85A0286974EFC09E,WORK-A1B348125B5B8EE0,WORK-A1B348125B5B8EE0,True,REC-561FD75C12B8EF91,"[""REC-561FD75C12B8EF91""]",LightMamba: Efficient Mamba Acceleration on FPGA with Quantization and Hardware Co-design,A,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-561FD75C12B8EF91:title+abstract""]"
PF-86FE8DBFB50CB04C,WORK-E16D1DA19CB5E658,WORK-E16D1DA19CB5E658,True,REC-69006487AF098BB4,"[""REC-69006487AF098BB4""]",Understanding the Potential of FPGA-Based Spatial Acceleration for Large Language Model Inference,A,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-69006487AF098BB4:title+abstract""]"
PF-8786A7D168889A04,WORK-868F7BE976E229B3,WORK-868F7BE976E229B3,True,REC-4E361D4CBDFC8F53,"[""REC-4E361D4CBDFC8F53""]",JetFormer: A Scalable and Efficient Transformer for Jet Tagging from Offline Analysis to FPGA Triggers,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-4E361D4CBDFC8F53:title+abstract""]"
PF-8819FDC09574E10B,WORK-71014ED658D44433,WORK-71014ED658D44433,True,REC-61C90658EFFD39BF,"[""REC-61C90658EFFD39BF""]",An Automatic and Efficient BERT Pruning for Edge AI Systems,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-61C90658EFFD39BF:title+abstract""]"
PF-883483A06812982B,WORK-AB82EA688DA83D58,WORK-AB82EA688DA83D58,True,REC-F6EE464E0EAC055F,"[""REC-F6EE464E0EAC055F""]",Systolic Array-based Architecture for Low-Bit Integerized Vision Transformers,B,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-F6EE464E0EAC055F:title+abstract""]"
PF-88D796C6840BFD27,WORK-9DBAD599AAE207AE,WORK-9DBAD599AAE207AE,True,REC-01720AD4700AA4A1,"[""REC-01720AD4700AA4A1""]",Approximate Attention Weighting for Sustainable FPGA-Based Vision Transformer Inference,D,PARAMETERIZED_RTL,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-01720AD4700AA4A1:title+abstract""]"
PF-8B45610D5C18DC17,WORK-D62EC097E3F9A0EF,WORK-D62EC097E3F9A0EF,True,REC-9C84CD6F53E668CB,"[""REC-9C84CD6F53E668CB""]",Enabling Long FFT Convolutions on Memory-Constrained FPGAs via Chunking,D,DATAFLOW,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-9C84CD6F53E668CB:title+abstract""]"
PF-8B779DA56F740FDC,WORK-B47023C29E686E48,WORK-B47023C29E686E48,True,REC-5D415BE753409B13,"[""REC-5D415BE753409B13""]",QUARK: Quantization-Enabled Circuit Sharing for Transformer Acceleration by Exploiting Common Patterns in Nonlinear Operations,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-5D415BE753409B13:title+abstract""]"
PF-8C17ABC0FEACECE6,WORK-78349001A79A275F,WORK-78349001A79A275F,True,REC-57B890A5DC77C4AA,"[""REC-57B890A5DC77C4AA""]",QUADOL: A Quality-Driven Approximate Logic Synthesis Method Exploiting Dual-Output LUTs for Modern FPGAs,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-57B890A5DC77C4AA:title+abstract""]"
PF-8CE3B904E4AE4033,WORK-F9B522EB29EE29BE,WORK-F9B522EB29EE29BE,True,REC-71655A79D4851161,"[""REC-71655A79D4851161""]",The implementation of a Deep Recurrent Neural Network Language Model on a Xilinx FPGA,B,OVERLAY,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-71655A79D4851161:title+abstract""]"
PF-8D149B8311AE2279,WORK-A89B5AEDBB0E756D,WORK-A89B5AEDBB0E756D,True,REC-FEAA09BB86B0EBDA,"[""REC-FEAA09BB86B0EBDA""]",Relational Hoare Logic for High-Level Synthesis of Hardware Accelerators,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-FEAA09BB86B0EBDA:title+abstract""]"
PF-8DB57F4A66DD8BF5,WORK-C4538805C17BB756,WORK-C4538805C17BB756,True,REC-794B4806F5632532,"[""REC-794B4806F5632532""]",P4-compatible High-level Synthesis of Low Latency 100 Gb/s Streaming Packet Parsers in FPGAs,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-794B4806F5632532:title+abstract""]"
PF-8E5AEAFF749B6F92,WORK-5D5B279866BF5641,WORK-5D5B279866BF5641,True,REC-C4AB2AB8C1CF67B5,"[""REC-C4AB2AB8C1CF67B5""]",FireFly-T: High-Throughput Sparsity Exploitation for Spiking Transformer Acceleration with Dual-Engine Overlay Architecture,B,OVERLAY,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-C4AB2AB8C1CF67B5:title+abstract""]"
PF-8E70922F1F2389D8,WORK-E3C23A5A06FB662D,WORK-E3C23A5A06FB662D,True,REC-A0B0390046E2E6F5,"[""REC-A0B0390046E2E6F5""]",Tiara: A Programmable Line-Rate ISA for Remote Memory Access,D,OVERLAY,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-A0B0390046E2E6F5:title+abstract""]"
PF-90E9933D51396213,WORK-6224C75A0641DA91,WORK-6224C75A0641DA91,True,REC-14F5886A00FF13FD,"[""REC-14F5886A00FF13FD""]",HGum: Messaging Framework for Hardware Accelerators,D,,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-14F5886A00FF13FD:title+abstract;LLM-inference-on-FPGA-papers/papers/1801.06541v1.pdf#text-search=\""automatically generating serialization and deserialization hardware\""""]"
PF-917AD3F9E0E08F4A,WORK-DB653FE81637438C,WORK-DB653FE81637438C,True,REC-48C8BD37C529BFD7,"[""REC-48C8BD37C529BFD7""]",PoTAcc: A Pipeline for End-to-End Acceleration of Power-of-Two Quantized DNNs,C,CPU_FPGA_FALLBACK,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-48C8BD37C529BFD7:title+abstract""]"
PF-91EE3D151F49EC76,WORK-93D0810BFBBF88FE,WORK-93D0810BFBBF88FE,True,REC-A53433EACA5A3E39,"[""REC-A53433EACA5A3E39""]",Enhancing Dropout-based Bayesian Neural Networks with Multi-Exit on FPGA,C,HLS,single_work_family; no explicit cross-work release or extension evidence,"[""survey/build/phase1_mapping.csv#record_id=REC-A53433EACA5A3E39:title+abstract;LLM-inference-on-FPGA-papers/papers/2406.14593v2.pdf#text-search=\""extends our conference publication\""""]"
