arxiv_id,base_arxiv_id,title,realistically_reusable,top_route_candidates,llm_relevance_hits,llm_relevance_score,mlir_circt_level,hls_level,overlay_level,param_rtl_level,dataflow_level,cpu_fpga_fallback_level,pdf_status,pdf_path,pdf_pages
2308.06849v1,2308.06849,When Monte-Carlo Dropout Meets Multi-Exit: Optimizing Bayesian Neural Networks on FPGA,high,hls:high;cpu_fpga_fallback:high;param_rtl:low,attention;decode;inference,0.27,low,high,low,low,low,high,ok,LLM-inference-on-FPGA-papers/papers/2308.06849v1.pdf,6
2308.13922v1,2308.13922,An Efficient FPGA-Based Accelerator for Swin Transformer,high,cpu_fpga_fallback:high;overlay:medium;dataflow:medium,transformer;attention;inference,0.27,none,none,medium,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2308.13922v1.pdf,12
2310.01906v1,2310.01906,Implementation of hyperspectral inversion algorithms on FPGA: Hardware comparison using High Level Synthesis,high,hls:high;cpu_fpga_fallback:medium;param_rtl:low,attention,0.09,none,high,none,low,low,medium,ok,LLM-inference-on-FPGA-papers/papers/2310.01906v1.pdf,12
2310.02654v1,2310.02654,A Study of Quantisation-aware Training on Time Series Transformer Models for Resource-constrained FPGAs,medium,mlir_circt:medium,transformer;attention;inference,0.27,medium,none,none,none,none,none,ok,LLM-inference-on-FPGA-papers/papers/2310.02654v1.pdf,12
2310.09949v4,2310.09949,Chameleon: a Heterogeneous and Disaggregated Accelerator System for Retrieval-Augmented Language Models,high,cpu_fpga_fallback:high;hls:medium;dataflow:medium, llm;large language model;transformer;attention;gpt;token;decode;inference,0.73,low,medium,low,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2310.09949v4.pdf,11
2311.12082v2,2311.12082,Tiny-VBF: Resource-Efficient Vision Transformer based Lightweight Beamformer for Ultrasound Single-Angle Plane Wave Imaging,medium,cpu_fpga_fallback:medium,transformer;attention;decode;inference,0.36,none,none,none,none,none,medium,ok,LLM-inference-on-FPGA-papers/papers/2311.12082v2.pdf,6
2311.12359v3,2311.12359,Shedding the Bits: Pushing the Boundaries of Quantization with Minifloats on FPGAs,high,cpu_fpga_fallback:high;overlay:medium;mlir_circt:low,large language model;transformer;gpt;inference,0.36,low,none,medium,none,low,high,ok,LLM-inference-on-FPGA-papers/papers/2311.12359v3.pdf,8
2311.12449v1,2311.12449,HPCNeuroNet: Advancing Neuromorphic Audio Signal Processing with Transformer-Enhanced Spiking Neural Networks,high,cpu_fpga_fallback:high;param_rtl:low;mlir_circt:low,transformer;attention;gpt;decode;inference,0.45,low,none,none,low,none,high,ok,LLM-inference-on-FPGA-papers/papers/2311.12449v1.pdf,11
2312.15159v2,2312.15159,Understanding the Potential of FPGA-Based Spatial Acceleration for Large Language Model Inference,high,dataflow:high;cpu_fpga_fallback:high;hls:high, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,medium,high,medium,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2312.15159v2.pdf,28
2401.02721v3,2401.02721,A Cost-Efficient FPGA Implementation of Tiny Transformer Model using Neural ODE,high,cpu_fpga_fallback:high;hls:medium,transformer;attention;inference,0.27,none,medium,none,none,none,high,ok,LLM-inference-on-FPGA-papers/papers/2401.02721v3.pdf,23
2401.03868v2,2401.03868,FlightLLM: Efficient Large Language Model Inference with a Complete Mapping Flow on FPGAs,high,cpu_fpga_fallback:high;dataflow:high;overlay:medium, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,low,none,medium,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2401.03868v2.pdf,12
2401.09890v1,2401.09890,A Survey on Hardware Accelerators for Large Language Models,high,cpu_fpga_fallback:high;dataflow:high;hls:high, llm;large language model;transformer;attention;gpt;token;autoregressive;decode;inference,0.82,low,high,low,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2401.09890v1.pdf,16
2401.10364v1,2401.10364,"Using LLM such as ChatGPT for Designing and Implementing a RISC Processor: Execution,Challenges and Limitations",medium,param_rtl:medium;overlay:low;cpu_fpga_fallback:low, llm;large language model;transformer;attention;gpt;token;decode,0.64,none,none,low,medium,none,low,ok,LLM-inference-on-FPGA-papers/papers/2401.10364v1.pdf,8
2401.10417v2,2401.10417,SSR: Spatial Sequential Hybrid Architecture for Latency Throughput Tradeoff in Transformer Acceleration,high,cpu_fpga_fallback:high;dataflow:high;overlay:high,transformer;attention;token;inference,0.36,low,low,high,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2401.10417v2.pdf,12
2401.11851v2,2401.11851,BETA: Binarized Energy-Efficient Transformer Accelerator at the Edge,high,cpu_fpga_fallback:high;overlay:low, llm;large language model;transformer;attention;gpt;inference,0.55,none,none,low,none,none,high,ok,LLM-inference-on-FPGA-papers/papers/2401.11851v2.pdf,5
2402.01047v1,2402.01047,Ultra Fast Transformers on FPGAs for Particle Physics Experiments,high,hls:high;mlir_circt:low;dataflow:low,transformer;attention;gpt;decode;inference,0.45,low,high,none,none,low,low,ok,LLM-inference-on-FPGA-papers/papers/2402.01047v1.pdf,6
2402.09109v1,2402.09109,Stochastic Spiking Attention: Accelerating Attention with Stochastic Computing in Spiking Networks,high,cpu_fpga_fallback:high;dataflow:medium,transformer;attention;gpt;token;autoregressive;inference,0.55,none,none,none,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2402.09109v1.pdf,5
2402.09709v1,2402.09709,ME-ViT: A Single-Load Memory-Efficient FPGA Accelerator for Vision Transformers,high,cpu_fpga_fallback:high;overlay:medium;hls:medium,large language model;transformer;attention;token;inference,0.45,none,medium,medium,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2402.09709v1.pdf,11
2402.14307v1,2402.14307,An FPGA-Based Accelerator Enabling Efficient Support for CNNs with Arbitrary Kernel Sizes,medium,overlay:medium;dataflow:medium;cpu_fpga_fallback:medium,transformer;attention;inference,0.27,none,none,medium,none,medium,medium,ok,LLM-inference-on-FPGA-papers/papers/2402.14307v1.pdf,5
2403.01215v2,2403.01215,Efficient Algorithm Level Error Detection for Number-Theoretic Transform used for Kyber Assessed on FPGAs and ARM,medium,param_rtl:medium;hls:medium;cpu_fpga_fallback:medium,decode,0.09,none,medium,none,medium,none,medium,ok,LLM-inference-on-FPGA-papers/papers/2403.01215v2.pdf,18
2403.14047v2,2403.14047,Accelerating ViT Inference on FPGA through Static and Dynamic Pruning,high,cpu_fpga_fallback:high;overlay:low;dataflow:low,transformer;attention;token;inference,0.36,none,none,low,none,low,high,ok,LLM-inference-on-FPGA-papers/papers/2403.14047v2.pdf,12
2403.20230v1,2403.20230,An FPGA-Based Reconfigurable Accelerator for Convolution-Transformer Hybrid EfficientViT,high,cpu_fpga_fallback:high;overlay:medium;dataflow:medium,transformer;attention;token;inference,0.36,none,none,medium,low,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2403.20230v1.pdf,5
2404.04527v1,2404.04527,VTR: An Optimized Vision Transformer for SAR ATR Acceleration on FPGA,high,cpu_fpga_fallback:high;dataflow:medium;hls:low,transformer;attention;token;inference,0.36,none,low,none,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2404.04527v1.pdf,16
2404.07235v2,2404.07235,LLM-aided explanations of EDA synthesis errors,high,param_rtl:high;cpu_fpga_fallback:low, llm;large language model;transformer;attention;gpt,0.45,none,none,none,high,none,low,ok,LLM-inference-on-FPGA-papers/papers/2404.07235v2.pdf,6
2404.10896v1,2404.10896,"From a Lossless (~1.5:1) Compression Algorithm for Llama2 7B Weights to Variable Precision, Variable Range, Compressed Numeric Data Types for CNNs and LLMs",medium,dataflow:medium;cpu_fpga_fallback:medium;param_rtl:low, llm;large language model;transformer;attention;kv cache;token;decode;inference,0.73,low,none,none,low,medium,medium,ok,LLM-inference-on-FPGA-papers/papers/2404.10896v1.pdf,17
2404.15185v1,2404.15185,PIVOT- Input-aware Path Selection for Energy-efficient ViT Inference,high,cpu_fpga_fallback:high;dataflow:high,transformer;attention;token;inference,0.36,none,none,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2404.15185v1.pdf,7
2404.16158v1,2404.16158,The Feasibility of Implementing Large-Scale Transformers on Multi-FPGA Platforms,high,cpu_fpga_fallback:high;hls:high;dataflow:high, llm;large language model;transformer;attention;gpt;token;decode;inference,0.73,low,high,low,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2404.16158v1.pdf,33
2405.00738v1,2405.00738,HLSTransform: Energy-Efficient Llama 2 Inference on FPGAs Via High Level Synthesis,high,hls:high;param_rtl:high;cpu_fpga_fallback:high, llm;large language model;transformer;attention;gpt;token;inference,0.64,none,high,none,high,low,high,ok,LLM-inference-on-FPGA-papers/papers/2405.00738v1.pdf,9
2405.01419v3,2405.01419,Natural Language to Verilog: Design of a Recurrent Spiking Neural Network using Large Language Models and ChatGPT,high,param_rtl:high;cpu_fpga_fallback:high;mlir_circt:low, llm;large language model;gpt;inference,0.36,low,low,none,high,low,high,ok,LLM-inference-on-FPGA-papers/papers/2405.01419v3.pdf,7
2405.01775v2,2405.01775,Torch2Chip: An End-to-end Customizable Deep Neural Network Compression and Deployment Toolkit for Prototype Hardware Accelerator Design,high,cpu_fpga_fallback:high;param_rtl:medium;overlay:low,large language model;transformer;attention;inference,0.36,low,none,low,medium,none,high,ok,LLM-inference-on-FPGA-papers/papers/2405.01775v2.pdf,14
2405.11353v1,2405.11353,NTTSuite: Number Theoretic Transform Benchmarks for Accelerating Encrypted Computation,high,cpu_fpga_fallback:high;param_rtl:medium;hls:medium,inference,0.09,none,medium,low,medium,low,high,ok,LLM-inference-on-FPGA-papers/papers/2405.11353v1.pdf,8
2405.15923v3,2405.15923,Spiketrum: An FPGA-based Implementation of a Neuromorphic Cochlea,medium,dataflow:medium;cpu_fpga_fallback:medium;param_rtl:low,decode,0.09,low,none,none,low,medium,medium,ok,LLM-inference-on-FPGA-papers/papers/2405.15923v3.pdf,9
2405.17025v1,2405.17025,SWAT: Scalable and Efficient Window Attention-based Transformers Acceleration on FPGAs,high,dataflow:high;cpu_fpga_fallback:high;hls:medium,transformer;attention;token;inference,0.36,low,medium,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2405.17025v1.pdf,6
2405.19948v1,2405.19948,Scalable Test Generation to Trigger Rare Targets in High-Level Synthesizable IPs for Cloud FPGAs,high,hls:high;cpu_fpga_fallback:high;param_rtl:high,attention,0.09,low,high,none,high,none,high,ok,LLM-inference-on-FPGA-papers/papers/2405.19948v1.pdf,27
2406.12385v2,2406.12385,Fast Graph Vector Search via Hardware Acceleration and Delayed-Synchronization Traversal,high,cpu_fpga_fallback:high;dataflow:high;hls:high, llm;large language model;token;prefill;inference,0.45,none,high,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2406.12385v2.pdf,15
2406.14593v2,2406.14593,Enhancing Dropout-based Bayesian Neural Networks with Multi-Exit on FPGA,high,hls:high;cpu_fpga_fallback:high;dataflow:medium,attention;decode;inference,0.27,low,high,low,low,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2406.14593v2.pdf,10
2406.17995v4,2406.17995,Managing Classical Processing Requirements for Quantum Error Correction,high,cpu_fpga_fallback:high;overlay:low;mlir_circt:low,transformer;decode,0.18,low,none,low,none,low,high,ok,LLM-inference-on-FPGA-papers/papers/2406.17995v4.pdf,18
2407.02913v1,2407.02913,SFC: Achieve Accurate Fast Convolution under Low-precision Arithmetic,high,cpu_fpga_fallback:high;dataflow:medium;param_rtl:low,attention;inference,0.18,low,none,low,low,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2407.02913v1.pdf,13
2407.05521v1,2407.05521,Accelerating MRI Uncertainty Estimation with Mask-based Bayesian Neural Network,high,cpu_fpga_fallback:high;param_rtl:low;dataflow:low,attention;inference,0.18,none,none,none,low,low,high,ok,LLM-inference-on-FPGA-papers/papers/2407.05521v1.pdf,9
2407.11041v6,2407.11041,Integer-only Quantized Transformers for Embedded FPGA-based Time-series Forecasting in AIoT,high,cpu_fpga_fallback:high;param_rtl:medium;mlir_circt:low,transformer;attention;inference,0.27,low,none,none,medium,low,high,ok,LLM-inference-on-FPGA-papers/papers/2407.11041v6.pdf,7
2407.12736v4,2407.12736,CHOSEN: Compilation to Hardware Optimization Stack for Efficient Vision Transformer Inference,medium,param_rtl:medium;dataflow:medium;cpu_fpga_fallback:medium,transformer;attention;token;inference,0.36,low,low,none,medium,medium,medium,ok,LLM-inference-on-FPGA-papers/papers/2407.12736v4.pdf,7
2407.17879v2,2407.17879,HG-PIPE: Vision Transformer Acceleration with Hybrid-Grained Pipeline,high,cpu_fpga_fallback:high;dataflow:high;overlay:high,transformer;attention;token;inference,0.36,medium,low,high,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2407.17879v2.pdf,11
2407.18175v1,2407.18175,Quasar-ViT: Hardware-Oriented Quantization-Aware Architecture Search for Vision Transformers,high,cpu_fpga_fallback:high;dataflow:high;hls:medium, llm;large language model;transformer;attention;token;inference,0.55,low,medium,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2407.18175v1.pdf,14
2407.21325v2,2407.21325,EdgeLLM: A Highly Efficient CPU-FPGA Heterogeneous Edge Accelerator for Large Language Models,high,cpu_fpga_fallback:high;dataflow:high;param_rtl:low, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,low,none,none,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2407.21325v2.pdf,14
2408.00462v1,2408.00462,Designing Efficient LLM Accelerators for Edge Devices,high,cpu_fpga_fallback:high;overlay:medium;param_rtl:low, llm;large language model;transformer;attention;gpt;token;decode;inference,0.73,low,low,medium,low,low,high,ok,LLM-inference-on-FPGA-papers/papers/2408.00462v1.pdf,5
2408.06810v1,2408.06810,HLSPilot: LLM-based High-Level Synthesis,high,cpu_fpga_fallback:high;param_rtl:high;hls:high, llm;large language model;attention;gpt;decode,0.45,none,high,low,high,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2408.06810v1.pdf,9
2408.16495v1,2408.16495,On-device AI: Quantization-aware Training of Transformers in Time-Series,high,cpu_fpga_fallback:high;mlir_circt:low,transformer;attention;decode;inference,0.36,low,none,none,none,none,high,ok,LLM-inference-on-FPGA-papers/papers/2408.16495v1.pdf,2
2409.00661v1,2409.00661,"Research on LLM Acceleration Using the High-Performance RISC-V Processor ""Xiangshan"" (Nanhu Version) Based on the Open-Source Matrix Instruction Set Extension (Vector Dot Product)",high,cpu_fpga_fallback:high;overlay:medium;dataflow:medium, llm;large language model;transformer;attention;gpt;token;inference,0.64,low,low,medium,low,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2409.00661v1.pdf,10
2409.03384v1,2409.03384,Hardware Acceleration of LLMs: A comprehensive survey and comparison,high,cpu_fpga_fallback:high;dataflow:high;param_rtl:high, llm;large language model;transformer;attention;gpt;token;autoregressive;decode;inference,0.82,low,low,high,high,high,high,ok,LLM-inference-on-FPGA-papers/papers/2409.03384v1.pdf,15
2409.05207v1,2409.05207,Low Latency Transformer Inference on FPGAs for Physics Applications with hls4ml,high,hls:high;cpu_fpga_fallback:high;dataflow:medium,transformer;attention;inference,0.27,low,high,none,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2409.05207v1.pdf,11
2409.09689v1,2409.09689,CAT: Customized Transformer Accelerator Framework on Versal ACAP,high,cpu_fpga_fallback:high;dataflow:high;overlay:medium, llm;transformer;attention;token;decode;inference,0.55,low,none,medium,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2409.09689v1.pdf,14
2409.11424v1,2409.11424,LlamaF: An Efficient Llama2 Architecture Accelerator on Embedded FPGAs,high,cpu_fpga_fallback:high;dataflow:medium;param_rtl:low, llm;large language model;transformer;attention;gpt;kv cache;token;decode;inference,0.82,none,low,none,low,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2409.11424v1.pdf,7
2409.13975v1,2409.13975,ProTEA: Programmable Transformer Encoder Acceleration on FPGA,high,cpu_fpga_fallback:high;overlay:high;hls:high,transformer;attention;token;decode;inference,0.45,low,high,high,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2409.13975v1.pdf,19
2409.14023v3,2409.14023,FAMOUS: Flexible Accelerator for the Attention Mechanism of Transformer on UltraScale+ FPGAs,high,dataflow:high;hls:medium;cpu_fpga_fallback:medium,transformer;attention;inference,0.27,none,medium,none,none,high,medium,ok,LLM-inference-on-FPGA-papers/papers/2409.14023v3.pdf,3
2409.14912v1,2409.14912,Efficient Tabular Data Preprocessing of ML Pipelines,high,cpu_fpga_fallback:high;hls:high;dataflow:high,transformer;attention;gpt;token;decode;inference,0.55,low,high,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2409.14912v1.pdf,14
2410.04466v4,2410.04466,Large Language Model Inference Acceleration: A Comprehensive Hardware Perspective,high,cpu_fpga_fallback:high;dataflow:high;overlay:high, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,low,medium,high,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2410.04466v4.pdf,54
2410.04805v1,2410.04805,HF-NTT: Hazard-Free Dataflow Accelerator for Number Theoretic Transform,medium,dataflow:medium;cpu_fpga_fallback:medium;param_rtl:low,attention,0.09,low,low,none,low,medium,medium,ok,LLM-inference-on-FPGA-papers/papers/2410.04805v1.pdf,12
2410.05686v3,2410.05686,Deep Learning and Machine Learning with GPGPU and CUDA: Unlocking the Power of Parallel Computing,high,cpu_fpga_fallback:high;dataflow:high;param_rtl:medium,large language model;transformer;attention;token;decode;inference,0.55,medium,none,none,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2410.05686v3.pdf,105
2410.09227v1,2410.09227,Fast Data-independent KLT Approximations Based on Integer Functions,medium,dataflow:medium;cpu_fpga_fallback:low,decode,0.09,none,none,none,none,medium,low,ok,LLM-inference-on-FPGA-papers/papers/2410.09227v1.pdf,19
2410.13079v1,2410.13079,RapidStream IR: Infrastructure for FPGA High-Level Physical Synthesis,high,param_rtl:high;mlir_circt:high;hls:high, llm;large language model;inference,0.27,high,high,none,high,high,high,ok,LLM-inference-on-FPGA-papers/papers/2410.13079v1.pdf,11
2410.15008v1,2410.15008,IANUS: Integrated Accelerator based on NPU-PIM Unified Memory System,high,cpu_fpga_fallback:high;dataflow:high;param_rtl:low, llm;large language model;transformer;attention;gpt;token;decode;inference,0.73,low,none,low,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2410.15008v1.pdf,16
2410.23083v1,2410.23083,Developing a Self-Explanatory Transformer,medium,cpu_fpga_fallback:medium;overlay:low;dataflow:low,transformer,0.09,none,none,low,none,low,medium,ok,LLM-inference-on-FPGA-papers/papers/2410.23083v1.pdf,4
2411.03697v1,2411.03697,TATAA: Programmable Mixed-Precision Transformer Acceleration with a Transformable Arithmetic Architecture,high,dataflow:high;cpu_fpga_fallback:high;param_rtl:low,large language model;transformer;attention;gpt;token;decode;inference,0.64,low,none,low,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2411.03697v1.pdf,25
2411.10948v1,2411.10948,Towards Accurate and Efficient Sub-8-Bit Integer Training,high,cpu_fpga_fallback:high;mlir_circt:low,large language model;transformer;attention;inference,0.36,low,none,none,none,none,high,ok,LLM-inference-on-FPGA-papers/papers/2411.10948v1.pdf,40
2411.11384v1,2411.11384,SILVIA: Automated Superword-Level Parallelism Exploitation via HLS-Specific LLVM Passes for Compute-Intensive FPGA Accelerators,high,hls:high;param_rtl:high;cpu_fpga_fallback:high,attention;inference,0.18,low,high,none,high,low,high,ok,LLM-inference-on-FPGA-papers/papers/2411.11384v1.pdf,16
2411.18148v5,2411.18148,A Runtime-Adaptive Transformer Neural Network Accelerator on FPGAs,high,cpu_fpga_fallback:high;param_rtl:high;hls:high,large language model;transformer;attention;token;decode;inference,0.55,low,high,low,high,high,high,ok,LLM-inference-on-FPGA-papers/papers/2411.18148v5.pdf,52
2412.17571v1,2412.17571,HPCNeuroNet: A Neuromorphic Approach Merging SNN Temporal Dynamics with Transformer Attention for FPGA-based Particle Physics,high,hls:high;cpu_fpga_fallback:medium;param_rtl:low,transformer;attention;gpt;decode;inference,0.45,low,high,none,low,none,medium,ok,LLM-inference-on-FPGA-papers/papers/2412.17571v1.pdf,8
2501.01511v1,2501.01511,TreeLUT: An Efficient Alternative to Deep Neural Networks for Inference Acceleration Using Gradient Boosted Decision Trees,high,param_rtl:high;hls:high;cpu_fpga_fallback:high,inference,0.09,none,high,none,high,low,high,ok,LLM-inference-on-FPGA-papers/papers/2501.01511v1.pdf,11
2501.04845v1,2501.04845,Intelligent experiments through real-time AI: Fast Data Processing and Autonomous Detector Control for sPHENIX and future EIC detectors,high,hls:high;param_rtl:medium;dataflow:medium,transformer;attention,0.18,none,high,none,medium,medium,medium,ok,LLM-inference-on-FPGA-papers/papers/2501.04845v1.pdf,6
2501.06663v2,2501.06663,Ultra Memory-Efficient On-FPGA Training of Transformers via Tensor-Compressed Optimization,high,dataflow:high;cpu_fpga_fallback:high;hls:medium, llm;large language model;transformer;attention;token;decode;inference,0.64,low,medium,none,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2501.06663v2.pdf,40
2501.06921v1,2501.06921,Monolithic 3D FPGAs Utilizing Back-End-of-Line Configuration Memories,high,cpu_fpga_fallback:high;hls:medium;param_rtl:low, llm;large language model;gpt;decode;inference,0.45,none,medium,none,low,low,high,ok,LLM-inference-on-FPGA-papers/papers/2501.06921v1.pdf,8
2501.09118v1,2501.09118,Stream-HLS: Towards Automatic Dataflow Acceleration,high,mlir_circt:high;cpu_fpga_fallback:high;hls:high,transformer;attention;decode;inference,0.36,high,high,low,high,high,high,ok,LLM-inference-on-FPGA-papers/papers/2501.09118v1.pdf,12
2501.11867v1,2501.11867,A Fully Pipelined FIFO Based Polynomial Multiplication Hardware Architecture Based On Number Theoretic Transform,medium,dataflow:medium;cpu_fpga_fallback:low,attention,0.09,none,none,none,none,medium,low,ok,LLM-inference-on-FPGA-papers/papers/2501.11867v1.pdf,12
2501.12003v1,2501.12003,"Broadband, Dead-Time-Free Spectrometer Using RFSoC for WISP Dark Matter Searches",high,hls:high;cpu_fpga_fallback:high;param_rtl:low,attention,0.09,none,high,none,low,low,high,ok,LLM-inference-on-FPGA-papers/papers/2501.12003v1.pdf,20
2501.12032v3,2501.12032,Accelerating Recommender Model ETL with a Streaming FPGA-GPU Dataflow,high,cpu_fpga_fallback:high;dataflow:high;hls:high, llm;token;inference,0.27,low,high,none,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2501.12032v3.pdf,26
2501.13379v2,2501.13379,A Quantitative Evaluation of Approximate Softmax Functions for Deep Neural Networks,high,hls:high;param_rtl:medium;cpu_fpga_fallback:low, llm;large language model;inference,0.27,none,high,none,medium,none,low,ok,LLM-inference-on-FPGA-papers/papers/2501.13379v2.pdf,5
2501.14512v1,2501.14512,Real-world Edge Neural Network Implementations Leak Private Interactions Through Physical Side Channel,high,cpu_fpga_fallback:high;dataflow:medium;mlir_circt:low, llm;large language model;transformer;attention;gpt;token;inference,0.64,low,none,none,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2501.14512v1.pdf,17
2501.19135v1,2501.19135,A Tensor-Train Decomposition based Compression of LLMs on Group Vector Systolic Accelerator,high,dataflow:high;cpu_fpga_fallback:high;mlir_circt:low, llm;large language model;transformer;attention;kv cache;token;autoregressive;decode;inference,0.82,low,none,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2501.19135v1.pdf,7
2502.00026v2,2502.00026,Pushing the Limits of BFP on Narrow Precision LLM Inference,high,cpu_fpga_fallback:high;mlir_circt:medium;dataflow:medium, llm;large language model;transformer;attention;gpt;prefill;inference,0.64,medium,low,none,low,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2502.00026v2.pdf,9
2502.02404v1,2502.02404,FPGA Innovation Research in the Netherlands: Present Landscape and Future Outlook,high,cpu_fpga_fallback:high;param_rtl:high;hls:high,attention;decode;inference,0.27,medium,high,medium,high,high,high,ok,LLM-inference-on-FPGA-papers/papers/2502.02404v1.pdf,41
2502.05602v3,2502.05602,UbiMoE: A Ubiquitous Mixture-of-Experts Vision Transformer Accelerator With Hybrid Computation Pattern on FPGA,high,cpu_fpga_fallback:high;dataflow:high;hls:medium,transformer;attention;token;inference,0.36,none,medium,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2502.05602v3.pdf,5
2502.05850v3,2502.05850,MetaML-Pro: Cross-Stage Design Flow Automation for Efficient Deep Learning Acceleration,high,param_rtl:high;hls:high;cpu_fpga_fallback:high,large language model;transformer;attention;inference,0.36,medium,high,none,high,high,high,ok,LLM-inference-on-FPGA-papers/papers/2502.05850v3.pdf,34
2502.07796v1,2502.07796,Enhancing Olfactory Perception Through Large Language Models: Integrating Sensory Data for Advanced Odor Recognition,medium,cpu_fpga_fallback:medium;dataflow:low,large language model;attention,0.18,none,none,none,none,low,medium,ok,LLM-inference-on-FPGA-papers/papers/2502.07796v1.pdf,11
2502.10659v1,2502.10659,Pushing up to the Limit of Memory Bandwidth and Capacity Utilization for Efficient LLM Decoding on Embedded FPGA,high,cpu_fpga_fallback:high;dataflow:high;param_rtl:low, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,low,none,low,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2502.10659v1.pdf,7
2502.13705v2,2502.13705,Millimeter-Wave Communication Testbed Using Digital Coding Dynamic Metasurface Antenna: Practical Design and Implementation,high,cpu_fpga_fallback:high;param_rtl:low,attention;decode,0.18,none,none,none,low,none,high,ok,LLM-inference-on-FPGA-papers/papers/2502.13705v2.pdf,13
2502.15260v2,2502.15260,LightMamba: Efficient Mamba Acceleration on FPGA with Quantization and Hardware Co-design,high,dataflow:high;cpu_fpga_fallback:high;hls:medium, llm;large language model;transformer;attention;gpt;token;autoregressive;prefill;decode;inference,0.91,low,medium,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2502.15260v2.pdf,7
2502.16141v2,2502.16141,A Hybrid Neural Architecture: Online Attosecond X-ray Characterization,high,cpu_fpga_fallback:high;dataflow:medium,decode;inference,0.18,none,none,none,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2502.16141v2.pdf,10
2502.16473v2,2502.16473,TerEffic: Highly Efficient Ternary LLM Inference on FPGA,high,cpu_fpga_fallback:high;overlay:high;dataflow:high, llm;large language model;transformer;attention;gpt;token;decode;inference,0.73,low,low,high,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2502.16473v2.pdf,10
2502.16823v1,2502.16823,A Review of Memory Wall for Neuromorphic Computing,high,cpu_fpga_fallback:high;dataflow:high;param_rtl:low,inference,0.09,none,none,none,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2502.16823v1.pdf,6
2503.01138v1,2503.01138,A Novel Interactive-Guided Differential Testing Approach for FPGA Simulation Debugger Tools,high,param_rtl:high;cpu_fpga_fallback:medium,attention,0.09,none,none,none,high,none,medium,ok,LLM-inference-on-FPGA-papers/papers/2503.01138v1.pdf,22
2503.02891v3,2503.02891,Vision Transformers on the Edge: A Comprehensive Survey of Model Compression and Acceleration Strategies,high,hls:high;cpu_fpga_fallback:high;dataflow:high,transformer;attention;token;decode;inference,0.45,medium,high,none,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2503.02891v3.pdf,68
2503.03088v4,2503.03088,AHCQ-SAM: Toward Accurate and Hardware-Compatible Post-Training Segment Anything Model Quantization,high,cpu_fpga_fallback:high;hls:medium;param_rtl:low,large language model;transformer;attention;token;decode;inference,0.55,low,medium,none,low,low,high,ok,LLM-inference-on-FPGA-papers/papers/2503.03088v4.pdf,15
